,Name,Movie,Edition,Year of award,Award,Win?
860,Gabriel Figueroa,The Night of the Iguana,37,1965,Cinematography,False
861,Walter Lassally,Zorba the Greek,37,1965,Cinematography,True
862,Geoffrey Unsworth,Becket,37,1965,Cinematography,False
863,William H. Clothier,Cheyenne Autumn,37,1965,Cinematography,False
864,Edward Colman,Mary Poppins,37,1965,Cinematography,False
865,Harry Stradling,My Fair Lady,37,1965,Cinematography,True
866,Daniel L. Fapp,The Unsinkable Molly Brown,37,1965,Cinematography,False
867,Peter Glenville,Becket,37,1965,Director,False
868,Stanley Kubrick,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,37,1965,Director,False
869,Robert Stevenson,Mary Poppins,37,1965,Director,False
870,George Cukor,My Fair Lady,37,1965,Director,True
871,Michael Cacoyannis,Zorba the Greek,37,1965,Director,False
872,Richard Burton,The Spy Who Came In from the Cold,38,1966,LeadingActor,False
873,Lee Marvin,Cat Ballou,38,1966,LeadingActor,True
874,Laurence Olivier,Othello,38,1966,LeadingActor,False
875,Rod Steiger,The Pawnbroker,38,1966,LeadingActor,False
876,Oskar Werner,Ship of Fools,38,1966,LeadingActor,False
877,Julie Andrews,The Sound of Music,38,1966,LeadingActress,False
878,Julie Christie,Darling,38,1966,LeadingActress,True
879,Samantha Eggar,The Collector,38,1966,LeadingActress,False
880,Elizabeth Hartman,A Patch of Blue,38,1966,LeadingActress,False
881,Simone Signoret,Ship of Fools,38,1966,LeadingActress,False
882,Loyal Griggs,In Harm's Way,38,1966,Cinematography,False
883,Burnett Guffey,King Rat,38,1966,Cinematography,False
884,Conrad Hall,Morituri,38,1966,Cinematography,False
885,Robert Burks,A Patch of Blue,38,1966,Cinematography,False
886,Ernest Laszlo,Ship of Fools,38,1966,Cinematography,True
887,Leon Shamroy,The Agony and the Ecstasy,38,1966,Cinematography,False
888,Freddie Young,Doctor Zhivago,38,1966,Cinematography,True
889,Russell Harlan,The Great Race,38,1966,Cinematography,False
890,"William C. Mellor, Loyal Griggs",The Greatest Story Ever Told,38,1966,Cinematography,False
891,Ted McCord,The Sound of Music,38,1966,Cinematography,False
892,William Wyler,The Collector,38,1966,Director,False
893,John Schlesinger,Darling,38,1966,Director,False
894,David Lean,Doctor Zhivago,38,1966,Director,False
895,Robert Wise,The Sound of Music,38,1966,Director,True
896,Hiroshi Teshigahara,Woman in the Dunes,38,1966,Director,False
897,Alan Arkin,The Russians Are Coming The Russians Are Coming,39,1967,LeadingActor,False
898,Richard Burton,Who's Afraid of Virginia Woolf?,39,1967,LeadingActor,False
899,Michael Caine,Alfie,39,1967,LeadingActor,False
900,Steve McQueen,The Sand Pebbles,39,1967,LeadingActor,False
901,Paul Scofield,A Man for All Seasons,39,1967,LeadingActor,True
902,Anouk Aimee,A Man and a Woman,39,1967,LeadingActress,False
903,Ida Kaminska,The Shop on Main Street,39,1967,LeadingActress,False
904,Lynn Redgrave,Georgy Girl,39,1967,LeadingActress,False
905,Vanessa Redgrave,Morgan!,39,1967,LeadingActress,False
906,Elizabeth Taylor,Who's Afraid of Virginia Woolf?,39,1967,LeadingActress,True
907,Joseph LaShelle,The Fortune Cookie,39,1967,Cinematography,False
908,Ken Higgins,Georgy Girl,39,1967,Cinematography,False
909,Marcel Grignon,Is Paris Burning?,39,1967,Cinematography,False
910,James Wong Howe,Seconds,39,1967,Cinematography,False
911,Haskell Wexler,Who's Afraid of Virginia Woolf?,39,1967,Cinematography,True
912,Ernest Laszlo,Fantastic Voyage,39,1967,Cinematography,False
913,Russell Harlan,Hawaii,39,1967,Cinematography,False
914,Ted Moore,A Man for All Seasons,39,1967,Cinematography,True
915,Conrad Hall,The Professionals,39,1967,Cinematography,False
916,Joseph MacDonald,The Sand Pebbles,39,1967,Cinematography,False
917,Michelangelo Antonioni,Blow-Up,39,1967,Director,False
918,Claude Lelouch,A Man and a Woman,39,1967,Director,False
919,Fred Zinnemann,A Man for All Seasons,39,1967,Director,True
920,Richard Brooks,The Professionals,39,1967,Director,False
921,Mike Nichols,Who's Afraid of Virginia Woolf?,39,1967,Director,False
922,Warren Beatty,Bonnie and Clyde,40,1968,LeadingActor,False
923,Dustin Hoffman,The Graduate,40,1968,LeadingActor,False
924,Paul Newman,Cool Hand Luke,40,1968,LeadingActor,False
925,Rod Steiger,In the Heat of the Night,40,1968,LeadingActor,True
926,Spencer Tracy,Guess Who's Coming to Dinner,40,1968,LeadingActor,False
927,Anne Bancroft,The Graduate,40,1968,LeadingActress,False
928,Faye Dunaway,Bonnie and Clyde,40,1968,LeadingActress,False
929,Dame Edith Evans,The Whisperers,40,1968,LeadingActress,False
930,Audrey Hepburn,Wait until Dark,40,1968,LeadingActress,False
931,Katharine Hepburn,Guess Who's Coming to Dinner,40,1968,LeadingActress,True
932,Burnett Guffey,Bonnie and Clyde,40,1968,Cinematography,True
933,Richard H. Kline,Camelot,40,1968,Cinematography,False
934,Robert Surtees,The Graduate,40,1968,Cinematography,False
935,Conrad Hall,In Cold Blood,40,1968,Cinematography,False
936,Arthur Penn,Bonnie and Clyde,40,1968,Director,False
937,Mike Nichols,The Graduate,40,1968,Director,True
938,Stanley Kramer,Guess Who's Coming to Dinner,40,1968,Director,False
939,Richard Brooks,In Cold Blood,40,1968,Director,False
940,Norman Jewison,In the Heat of the Night,40,1968,Director,False
941,Alan Arkin,The Heart Is a Lonely Hunter,41,1969,LeadingActor,False
942,Alan Bates,The Fixer,41,1969,LeadingActor,False
943,Ron Moody,Oliver!,41,1969,LeadingActor,False
944,Peter O'Toole,The Lion in Winter,41,1969,LeadingActor,False
945,Cliff Robertson,Charly,41,1969,LeadingActor,True
946,Katharine Hepburn,The Lion in Winter,41,1969,LeadingActress,False
947,Patricia Neal,The Subject Was Roses,41,1969,LeadingActress,False
948,Vanessa Redgrave,Isadora,41,1969,LeadingActress,False
949,Barbra Streisand,Funny Girl,41,1969,LeadingActress,False
950,Joanne Woodward,"Rachel, Rachel",41,1969,LeadingActress,False
951,Harry Stradling,Funny Girl,41,1969,Cinematography,False
952,Daniel L. Fapp,Ice Station Zebra,41,1969,Cinematography,False
953,Oswald Morris,Oliver!,41,1969,Cinematography,False
954,Pasqualino De Santis,Romeo and Juliet,41,1969,Cinematography,True
955,Ernest Laszlo,Star!,41,1969,Cinematography,False
956,Gillo Pontecorvo,The Battle of Algiers,41,1969,Director,False
957,Anthony Harvey,The Lion in Winter,41,1969,Director,False
958,Carol Reed,Oliver!,41,1969,Director,True
959,Franco Zeffirelli,Romeo and Juliet,41,1969,Director,False
960,Stanley Kubrick,2001: A Space Odyssey,41,1969,Director,False
961,Richard Burton,Anne of the Thousand Days,42,1970,LeadingActor,False
962,Dustin Hoffman,Midnight Cowboy,42,1970,LeadingActor,False
963,Peter O'Toole,"Goodbye, Mr. Chips",42,1970,LeadingActor,False
964,Jon Voight,Midnight Cowboy,42,1970,LeadingActor,False
965,John Wayne,True Grit,42,1970,LeadingActor,True
966,Genevieve Bujold,Anne of the Thousand Days,42,1970,LeadingActress,False
967,Jane Fonda,"They Shoot Horses, Don't They?",42,1970,LeadingActress,False
968,Liza Minnelli,The Sterile Cuckoo,42,1970,LeadingActress,False
969,Jean Simmons,The Happy Ending,42,1970,LeadingActress,False
970,Maggie Smith,The Prime of Miss Jean Brodie,42,1970,LeadingActress,True
971,Arthur Ibbetson,Anne of the Thousand Days,42,1970,Cinematography,False
972,Charles B. Lang,Bob & Carol & Ted & Alice,42,1970,Cinematography,False
973,Conrad Hall,Butch Cassidy and the Sundance Kid,42,1970,Cinematography,True
974,Harry Stradling,"Hello, Dolly!",42,1970,Cinematography,False
975,Daniel Fapp,Marooned,42,1970,Cinematography,False
976,Arthur Penn,Alice's Restaurant,42,1970,Director,False
977,George Roy Hill,Butch Cassidy and the Sundance Kid,42,1970,Director,False
978,John Schlesinger,Midnight Cowboy,42,1970,Director,True
979,Sydney Pollack,"They Shoot Horses, Don't They?",42,1970,Director,False
980,Costa-Gavras,Z,42,1970,Director,False
981,Melvyn Douglas,I Never Sang for My Father,43,1971,LeadingActor,False
982,James Earl Jones,The Great White Hope,43,1971,LeadingActor,False
983,Jack Nicholson,Five Easy Pieces,43,1971,LeadingActor,False
984,Ryan O'Neal,Love Story,43,1971,LeadingActor,False
985,George C. Scott,Patton,43,1971,LeadingActor,False
986,Jane Alexander,The Great White Hope,43,1971,LeadingActress,False
987,Glenda Jackson,Women in Love,43,1971,LeadingActress,True
988,Ali MacGraw,Love Story,43,1971,LeadingActress,False
989,Sarah Miles,Ryan's Daughter,43,1971,LeadingActress,False
990,Carrie Snodgress,Diary of a Mad Housewife,43,1971,LeadingActress,False
991,Ernest Laszlo,Airport,43,1971,Cinematography,False
992,Fred Koenekamp,Patton,43,1971,Cinematography,False
993,Freddie Young,Ryan's Daughter,43,1971,Cinematography,True
994,"Charles F. Wheeler, Osami Furuya, Sinsaku Himeda, Masamichi Satoh",Tora! Tora! Tora!,43,1971,Cinematography,False
995,Billy Williams,Women in Love,43,1971,Cinematography,False
996,Federico Fellini,Fellini Satyricon,43,1971,Director,False
997,Arthur Hiller,Love Story,43,1971,Director,False
998,Robert Altman,M*A*S*H,43,1971,Director,False
999,Franklin J. Schaffner,Patton,43,1971,Director,True
1000,Ken Russell,Women in Love,43,1971,Director,False
1001,Peter Finch,Sunday Bloody Sunday,44,1972,LeadingActor,False
1002,Gene Hackman,The French Connection,44,1972,LeadingActor,True
1003,Walter Matthau,Kotch,44,1972,LeadingActor,False
1004,George C. Scott,The Hospital,44,1972,LeadingActor,False
1005,Topol,Fiddler on the Roof,44,1972,LeadingActor,False
1006,Julie Christie,McCabe & Mrs. Miller,44,1972,LeadingActress,False
1007,Jane Fonda,Klute,44,1972,LeadingActress,True
1008,Glenda Jackson,Sunday Bloody Sunday,44,1972,LeadingActress,False
1009,Vanessa Redgrave,"Mary, Queen of Scots",44,1972,LeadingActress,False
1010,Janet Suzman,Nicholas and Alexandra,44,1972,LeadingActress,False
1011,Oswald Morris,Fiddler on the Roof,44,1972,Cinematography,True
1012,Owen Roizman,The French Connection,44,1972,Cinematography,False
1013,Robert Surtees,Summer of '42,44,1972,Cinematography,False
1014,Freddie Young,Nicholas and Alexandra,44,1972,Cinematography,False
1015,Stanley Kubrick,A Clockwork Orange,44,1972,Director,False
1016,Norman Jewison,Fiddler on the Roof,44,1972,Director,False
1017,William Friedkin,The French Connection,44,1972,Director,True
1018,Peter Bogdanovich,The Last Picture Show,44,1972,Director,False
1019,John Schlesinger,Sunday Bloody Sunday,44,1972,Director,False
1020,Marlon Brando,The Godfather,45,1973,LeadingActor,False
1021,Michael Caine,Sleuth,45,1973,LeadingActor,False
1022,Laurence Olivier,Sleuth,45,1973,LeadingActor,False
1023,Peter O'Toole,The Ruling Class,45,1973,LeadingActor,False
1024,Paul Winfield,Sounder,45,1973,LeadingActor,False
1025,Liza Minnelli,Cabaret,45,1973,LeadingActress,True
1026,Diana Ross,Lady Sings the Blues,45,1973,LeadingActress,False
1027,Maggie Smith,Travels with My Aunt,45,1973,LeadingActress,False
1028,Cicely Tyson,Sounder,45,1973,LeadingActress,False
1029,Liv Ullmann,The Emigrants,45,1973,LeadingActress,False
1030,Charles B. Lang,Butterflies Are Free,45,1973,Cinematography,False
1031,Geoffrey Unsworth,Cabaret,45,1973,Cinematography,True
1032,Harold E. Stine,The Poseidon Adventure,45,1973,Cinematography,False
1033,"Harry Stradling, Jr.",1776,45,1973,Cinematography,False
1034,Douglas Slocombe,Travels with My Aunt,45,1973,Cinematography,False
1035,Bob Fosse,Cabaret,45,1973,Director,True
1036,John Boorman,Deliverance,45,1973,Director,False
1037,Jan Troell,The Emigrants,45,1973,Director,False
1038,Francis Ford Coppola,The Godfather,45,1973,Director,False
1039,Joseph L. Mankiewicz,Sleuth,45,1973,Director,False
1040,Marlon Brando,Last Tango in Paris,46,1974,LeadingActor,False
1041,Jack Lemmon,Save the Tiger,46,1974,LeadingActor,True
1042,Jack Nicholson,The Last Detail,46,1974,LeadingActor,False
1043,Al Pacino,Serpico,46,1974,LeadingActor,False
1044,Robert Redford,The Sting,46,1974,LeadingActor,False
1045,Ellen Burstyn,The Exorcist,46,1974,LeadingActress,False
1046,Glenda Jackson,A Touch of Class,46,1974,LeadingActress,True
1047,Marsha Mason,Cinderella Liberty,46,1974,LeadingActress,False
1048,Barbra Streisand,The Way We Were,46,1974,LeadingActress,False
1049,Joanne Woodward,"Summer Wishes, Winter Dreams",46,1974,LeadingActress,False
1050,Sven Nykvist,Cries and Whispers,46,1974,Cinematography,True
1051,Owen Roizman,The Exorcist,46,1974,Cinematography,False
1052,Jack Couffer,Jonathan Livingston Seagull,46,1974,Cinematography,False
1053,Robert Surtees,The Sting,46,1974,Cinematography,False
1054,"Harry Stradling, Jr.",The Way We Were,46,1974,Cinematography,False
1055,George Lucas,American Graffiti,46,1974,Director,False
1056,Ingmar Bergman,Cries and Whispers,46,1974,Director,False
1057,William Friedkin,The Exorcist,46,1974,Director,False
1058,Bernardo Bertolucci,Last Tango in Paris,46,1974,Director,False
1059,George Roy Hill,The Sting,46,1974,Director,True
1060,Art Carney,Harry and Tonto,47,1975,LeadingActor,True
1061,Albert Finney,Murder on the Orient Express,47,1975,LeadingActor,False
1062,Dustin Hoffman,Lenny,47,1975,LeadingActor,False
1063,Jack Nicholson,Chinatown,47,1975,LeadingActor,False
1064,Al Pacino,The Godfather Part II,47,1975,LeadingActor,False
1065,Ellen Burstyn,Alice Doesn't Live Here Anymore,47,1975,LeadingActress,True
1066,Diahann Carroll,Claudine,47,1975,LeadingActress,False
1067,Faye Dunaway,Chinatown,47,1975,LeadingActress,False
1068,Valerie Perrine,Lenny,47,1975,LeadingActress,False
1069,Gena Rowlands,A Woman under the Influence,47,1975,LeadingActress,False
1070,John A. Alonzo,Chinatown,47,1975,Cinematography,False
1071,Philip Lathrop,Earthquake,47,1975,Cinematography,False
1072,Bruce Surtees,Lenny,47,1975,Cinematography,False
1073,Geoffrey Unsworth,Murder on the Orient Express,47,1975,Cinematography,False
1074,"Fred Koenekamp, Joseph Biroc",The Towering Inferno,47,1975,Cinematography,True
1075,Roman Polanski,Chinatown,47,1975,Director,False
1076,Francois Truffaut,Day for Night,47,1975,Director,False
1077,Francis Ford Coppola,The Godfather Part II,47,1975,Director,True
1078,Bob Fosse,Lenny,47,1975,Director,False
1079,John Cassavetes,A Woman under the Influence,47,1975,Director,False
1080,Walter Matthau,The Sunshine Boys,48,1976,LeadingActor,False
1081,Jack Nicholson,One Flew over the Cuckoo's Nest,48,1976,LeadingActor,True
1082,Al Pacino,Dog Day Afternoon,48,1976,LeadingActor,False
1083,Maximilian Schell,The Man in the Glass Booth,48,1976,LeadingActor,False
1084,James Whitmore,"Give 'em Hell, Harry!",48,1976,LeadingActor,False
1085,Isabelle Adjani,The Story of Adele H.,48,1976,LeadingActress,False
1086,Ann-Margret,Tommy,48,1976,LeadingActress,False
1087,Louise Fletcher,One Flew over the Cuckoo's Nest,48,1976,LeadingActress,True
1088,Glenda Jackson,Hedda,48,1976,LeadingActress,False
1089,Carol Kane,Hester Street,48,1976,LeadingActress,False
1090,John Alcott,Barry Lyndon,48,1976,Cinematography,True
1091,Conrad Hall,The Day of the Locust,48,1976,Cinematography,False
1092,James Wong Howe,Funny Lady,48,1976,Cinematography,False
1093,Robert Surtees,The Hindenburg,48,1976,Cinematography,False
1094,"Haskell Wexler, Bill Butler",One Flew over the Cuckoo's Nest,48,1976,Cinematography,False
1095,Federico Fellini,Amarcord,48,1976,Director,False
1096,Stanley Kubrick,Barry Lyndon,48,1976,Director,False
1097,Sidney Lumet,Dog Day Afternoon,48,1976,Director,False
1098,Robert Altman,Nashville,48,1976,Director,False
1099,Milos Forman,One Flew over the Cuckoo's Nest,48,1976,Director,True
1100,Robert De Niro,Taxi Driver,49,1977,LeadingActor,False
1101,Peter Finch,Network,49,1977,LeadingActor,True
1102,Giancarlo Giannini,Seven Beauties,49,1977,LeadingActor,False
1103,William Holden,Network,49,1977,LeadingActor,False
1104,Sylvester Stallone,Rocky,49,1977,LeadingActor,False
1105,Marie-Christine Barrault,"Cousin, Cousine",49,1977,LeadingActress,False
1106,Faye Dunaway,Network,49,1977,LeadingActress,True
1107,Talia Shire,Rocky,49,1977,LeadingActress,False
1108,Sissy Spacek,Carrie,49,1977,LeadingActress,False
1109,Liv Ullmann,Face to Face,49,1977,LeadingActress,False
1110,Haskell Wexler,Bound for Glory,49,1977,Cinematography,True
1111,Richard H. Kline,King Kong,49,1977,Cinematography,False
1112,Ernest Laszlo,Logan's Run,49,1977,Cinematography,False
1113,Owen Roizman,Network,49,1977,Cinematography,False
1114,Robert Surtees,A Star Is Born,49,1977,Cinematography,False
1115,Alan J. Pakula,All the President's Men,49,1977,Director,False
1116,Ingmar Bergman,Face to Face,49,1977,Director,False
1117,Sidney Lumet,Network,49,1977,Director,False
1118,John G. Avildsen,Rocky,49,1977,Director,True
1119,Lina WertmÃ¼ller,Seven Beauties,49,1977,Director,False
1120,Woody Allen,Annie Hall,50,1978,LeadingActor,False
1121,Richard Burton,Equus,50,1978,LeadingActor,False
1122,Richard Dreyfuss,The Goodbye Girl,50,1978,LeadingActor,True
1123,Marcello Mastroianni,A Special Day,50,1978,LeadingActor,False
1124,John Travolta,Saturday Night Fever,50,1978,LeadingActor,False
1125,Anne Bancroft,The Turning Point,50,1978,LeadingActress,False
1126,Jane Fonda,Julia,50,1978,LeadingActress,False
1127,Diane Keaton,Annie Hall,50,1978,LeadingActress,True
1128,Shirley MacLaine,The Turning Point,50,1978,LeadingActress,False
1129,Marsha Mason,The Goodbye Girl,50,1978,LeadingActress,False
1130,Vilmos Zsigmond,Close Encounters of the Third Kind,50,1978,Cinematography,True
1131,Fred J. Koenekamp,Islands in the Stream,50,1978,Cinematography,False
1132,Douglas Slocombe,Julia,50,1978,Cinematography,False
1133,William A. Fraker,Looking for Mr. Goodbar,50,1978,Cinematography,False
1134,Robert Surtees,The Turning Point,50,1978,Cinematography,False
1135,Woody Allen,Annie Hall,50,1978,Director,True
1136,Steven Spielberg,Close Encounters of the Third Kind,50,1978,Director,False
1137,Fred Zinnemann,Julia,50,1978,Director,False
1138,George Lucas,Star Wars,50,1978,Director,False
1139,Herbert Ross,The Turning Point,50,1978,Director,False
1140,Warren Beatty,Heaven Can Wait,51,1979,LeadingActor,False
1141,Gary Busey,The Buddy Holly Story,51,1979,LeadingActor,False
1142,Robert De Niro,The Deer Hunter,51,1979,LeadingActor,False
1143,Laurence Olivier,The Boys from Brazil,51,1979,LeadingActor,False
1144,Jon Voight,Coming Home,51,1979,LeadingActor,True
1145,Ingrid Bergman,Autumn Sonata,51,1979,LeadingActress,False
1146,Ellen Burstyn,"Same Time, Next Year",51,1979,LeadingActress,False
1147,Jill Clayburgh,An Unmarried Woman,51,1979,LeadingActress,False
1148,Jane Fonda,Coming Home,51,1979,LeadingActress,True
1149,Geraldine Page,Interiors,51,1979,LeadingActress,False
1150,Nestor Almendros,Days of Heaven,51,1979,Cinematography,True
1151,Vilmos Zsigmond,The Deer Hunter,51,1979,Cinematography,False
1152,William A. Fraker,Heaven Can Wait,51,1979,Cinematography,False
1153,Robert Surtees,"Same Time, Next Year",51,1979,Cinematography,False
1154,Oswald Morris,The Wiz,51,1979,Cinematography,False
1155,Hal Ashby,Coming Home,51,1979,Director,False
1156,Michael Cimino,The Deer Hunter,51,1979,Director,True
1157,"Warren Beatty, Buck Henry",Heaven Can Wait,51,1979,Director,False
1158,Woody Allen,Interiors,51,1979,Director,False
1159,Alan Parker,Midnight Express,51,1979,Director,False
1160,Dustin Hoffman,Kramer vs. Kramer,52,1980,LeadingActor,True
1161,Jack Lemmon,The China Syndrome,52,1980,LeadingActor,False
1162,Al Pacino,...And Justice for All,52,1980,LeadingActor,False
1163,Roy Scheider,All That Jazz,52,1980,LeadingActor,False
1164,Peter Sellers,Being There,52,1980,LeadingActor,False
1165,Jill Clayburgh,Starting Over,52,1980,LeadingActress,False
1166,Sally Field,Norma Rae,52,1980,LeadingActress,True
1167,Jane Fonda,The China Syndrome,52,1980,LeadingActress,False
1168,Marsha Mason,Chapter Two,52,1980,LeadingActress,False
1169,Bette Midler,The Rose,52,1980,LeadingActress,False
1170,Giuseppe Rotunno,All That Jazz,52,1980,Cinematography,False
1171,Vittorio Storaro,Apocalypse Now,52,1980,Cinematography,True
1172,Frank Phillips,The Black Hole,52,1980,Cinematography,False
1173,Nestor Almendros,Kramer vs. Kramer,52,1980,Cinematography,False
1174,William A. Fraker,1941,52,1980,Cinematography,False
1175,Bob Fosse,All That Jazz,52,1980,Director,False
1176,Francis Coppola,Apocalypse Now,52,1980,Director,False
1177,Peter Yates,Breaking Away,52,1980,Director,False
1178,Robert Benton,Kramer vs. Kramer,52,1980,Director,True
1179,Edouard Molinaro,La Cage aux Folles,52,1980,Director,False
1180,Robert De Niro,Raging Bull,53,1981,LeadingActor,True
1181,Robert Duvall,The Great Santini,53,1981,LeadingActor,False
1182,John Hurt,The Elephant Man,53,1981,LeadingActor,False
1183,Jack Lemmon,Tribute,53,1981,LeadingActor,False
1184,Peter O'Toole,The Stunt Man,53,1981,LeadingActor,False
1185,Ellen Burstyn,Resurrection,53,1981,LeadingActress,False
1186,Goldie Hawn,Private Benjamin,53,1981,LeadingActress,False
1187,Mary Tyler Moore,Ordinary People,53,1981,LeadingActress,False
1188,Gena Rowlands,Gloria,53,1981,LeadingActress,False
1189,Sissy Spacek,Coal Miner's Daughter,53,1981,LeadingActress,True
1190,Nestor Almendros,The Blue Lagoon,53,1981,Cinematography,False
1191,Ralf D. Bode,Coal Miner's Daughter,53,1981,Cinematography,False
1192,James Crabe,The Formula,53,1981,Cinematography,False
1193,Michael Chapman,Raging Bull,53,1981,Cinematography,False
1194,"Geoffrey Unsworth, Ghislain Cloquet",Tess,53,1981,Cinematography,True
1195,David Lynch,The Elephant Man,53,1981,Director,False
1196,Robert Redford,Ordinary People,53,1981,Director,True
1197,Martin Scorsese,Raging Bull,53,1981,Director,False
1198,Richard Rush,The Stunt Man,53,1981,Director,False
1199,Roman Polanski,Tess,53,1981,Director,False
1200,Warren Beatty,Reds,54,1982,LeadingActor,False
1201,Henry Fonda,On Golden Pond,54,1982,LeadingActor,True
1202,Burt Lancaster,Atlantic City,54,1982,LeadingActor,False
1203,Dudley Moore,Arthur,54,1982,LeadingActor,False
1204,Paul Newman,Absence of Malice,54,1982,LeadingActor,False
1205,Katharine Hepburn,On Golden Pond,54,1982,LeadingActress,True
1206,Diane Keaton,Reds,54,1982,LeadingActress,False
1207,Marsha Mason,Only When I Laugh,54,1982,LeadingActress,False
1208,Susan Sarandon,Atlantic City,54,1982,LeadingActress,False
1209,Meryl Streep,The French Lieutenant's Woman,54,1982,LeadingActress,False
1210,Alex Thomson,Excalibur,54,1982,Cinematography,False
1211,Billy Williams,On Golden Pond,54,1982,Cinematography,False
1212,Miroslav Ondricek,Ragtime,54,1982,Cinematography,False
1213,Douglas Slocombe,Raiders of the Lost Ark,54,1982,Cinematography,False
1214,Vittorio Storaro,Reds,54,1982,Cinematography,True
1215,Louis Malle,Atlantic City,54,1982,Director,False
1216,Hugh Hudson,Chariots of Fire,54,1982,Director,False
1217,Mark Rydell,On Golden Pond,54,1982,Director,False
1218,Steven Spielberg,Raiders of the Lost Ark,54,1982,Director,False
1219,Warren Beatty,Reds,54,1982,Director,True
1220,Dustin Hoffman,Tootsie,55,1983,LeadingActor,False
1221,Ben Kingsley,Gandhi,55,1983,LeadingActor,True
1222,Jack Lemmon,Missing,55,1983,LeadingActor,False
1223,Paul Newman,The Verdict,55,1983,LeadingActor,False
1224,Peter O'Toole,My Favorite Year,55,1983,LeadingActor,False
1225,Julie Andrews,Victor/Victoria,55,1983,LeadingActress,False
1226,Jessica Lange,Frances,55,1983,LeadingActress,False
1227,Sissy Spacek,Missing,55,1983,LeadingActress,False
1228,Meryl Streep,Sophie's Choice,55,1983,LeadingActress,True
1229,Debra Winger,An Officer and a Gentleman,55,1983,LeadingActress,False
1230,Jost Vacano,Das Boot,55,1983,Cinematography,False
1231,Allen Daviau,E.T. The Extra-Terrestrial,55,1983,Cinematography,False
1232,"Billy Williams, Ronnie Taylor",Gandhi,55,1983,Cinematography,True
1233,Nestor Almendros,Sophie's Choice,55,1983,Cinematography,False
1234,Owen Roizman,Tootsie,55,1983,Cinematography,False
1235,Wolfgang Petersen,Das Boot,55,1983,Director,False
1236,Steven Spielberg,E.T. The Extra-Terrestrial,55,1983,Director,False
1237,Richard Attenborough,Gandhi,55,1983,Director,True
1238,Sydney Pollack,Tootsie,55,1983,Director,False
1239,Sidney Lumet,The Verdict,55,1983,Director,False
1240,Michael Caine,Educating Rita,56,1984,LeadingActor,False
1241,Tom Conti,"Reuben, Reuben",56,1984,LeadingActor,False
1242,Tom Courtenay,The Dresser,56,1984,LeadingActor,False
1243,Robert Duvall,Tender Mercies,56,1984,LeadingActor,True
1244,Albert Finney,The Dresser,56,1984,LeadingActor,False
1245,Jane Alexander,Testament,56,1984,LeadingActress,False
1246,Shirley MacLaine,Terms of Endearment,56,1984,LeadingActress,True
1247,Meryl Streep,Silkwood,56,1984,LeadingActress,False
1248,Julie Walters,Educating Rita,56,1984,LeadingActress,False
1249,Debra Winger,Terms of Endearment,56,1984,LeadingActress,False
1250,Sven Nykvist,Fanny & Alexander,56,1984,Cinematography,True
1251,Don Peterman,Flashdance,56,1984,Cinematography,False
1252,Caleb Deschanel,The Right Stuff,56,1984,Cinematography,False
1253,William A. Fraker,WarGames,56,1984,Cinematography,False
1254,Gordon Willis,Zelig,56,1984,Cinematography,False
1255,Peter Yates,The Dresser,56,1984,Director,False
1256,Ingmar Bergman,Fanny & Alexander,56,1984,Director,False
1257,Mike Nichols,Silkwood,56,1984,Director,False
1258,Bruce Beresford,Tender Mercies,56,1984,Director,False
1259,James L. Brooks,Terms of Endearment,56,1984,Director,True
1260,F. Murray Abraham,Amadeus,57,1985,LeadingActor,True
1261,Jeff Bridges,Starman,57,1985,LeadingActor,False
1262,Albert Finney,Under the Volcano,57,1985,LeadingActor,False
1263,Tom Hulce,Amadeus,57,1985,LeadingActor,False
1264,Sam Waterston,The Killing Fields,57,1985,LeadingActor,False
1265,Judy Davis,A Passage to India,57,1985,LeadingActress,False
1266,Sally Field,Places in the Heart,57,1985,LeadingActress,True
1267,Jessica Lange,Country,57,1985,LeadingActress,False
1268,Vanessa Redgrave,The Bostonians,57,1985,LeadingActress,False
1269,Sissy Spacek,The River,57,1985,LeadingActress,False
1270,Miroslav Ondricek,Amadeus,57,1985,Cinematography,False
1271,Chris Menges,The Killing Fields,57,1985,Cinematography,True
1272,Caleb Deschanel,The Natural,57,1985,Cinematography,False
1273,Ernest Day,A Passage to India,57,1985,Cinematography,False
1274,Vilmos Zsigmond,The River,57,1985,Cinematography,False
1275,Milos Forman,Amadeus,57,1985,Director,True
1276,Woody Allen,Broadway Danny Rose,57,1985,Director,False
1277,Roland JoffÃ©,The Killing Fields,57,1985,Director,False
1278,David Lean,A Passage to India,57,1985,Director,False
1279,Robert Benton,Places in the Heart,57,1985,Director,False
1280,Harrison Ford,Witness,58,1986,LeadingActor,False
1281,James Garner,Murphy's Romance,58,1986,LeadingActor,False
1282,William Hurt,Kiss of the Spider Woman,58,1986,LeadingActor,True
1283,Jack Nicholson,Prizzi's Honor,58,1986,LeadingActor,False
1284,Jon Voight,Runaway Train,58,1986,LeadingActor,False
1285,Anne Bancroft,Agnes of God,58,1986,LeadingActress,False
1286,Whoopi Goldberg,The Color Purple,58,1986,LeadingActress,False
1287,Jessica Lange,Sweet Dreams,58,1986,LeadingActress,False
1288,Geraldine Page,The Trip to Bountiful,58,1986,LeadingActress,True
