	Name	Movie	Year of award	bioID	year_awarded	movieID
383	Leon Shamroy	Wilson	1945	https://www.imdb.com/name/nm0005872/	1945	https://www.imdb.com/title/tt0037465/
384	Billy Wilder	Double Indemnity	1945	https://www.imdb.com/name/nm0000697/	1945	https://www.imdb.com/title/tt0036775/
385	Leo McCarey	Going My Way	1945	https://www.imdb.com/name/nm0564970/	1945	https://www.imdb.com/title/tt0036872/
386	Otto Preminger	Laura	1945	https://www.imdb.com/name/nm0695937/	1945	https://www.imdb.com/title/tt0037008/
387	Alfred Hitchcock	Lifeboat	1945	https://www.imdb.com/name/nm0000033/	1945	https://www.imdb.com/title/tt0037017/
388	Henry King	Wilson	1945	https://www.imdb.com/name/nm0454771/	1945	https://www.imdb.com/title/tt0037465/
389	Bing Crosby	The Bells of St. Mary's	1946	https://www.imdb.com/name/nm0001078/	1946	https://www.imdb.com/title/tt0037536/
390	Gene Kelly	Anchors Aweigh	1946	https://www.imdb.com/name/nm0000037/	1946	https://www.imdb.com/title/tt0037514/
391	Ray Milland	The Lost Weekend	1946	https://www.imdb.com/name/nm0001537/	1946	https://www.imdb.com/title/tt0037884/
392	Gregory Peck	The Keys of the Kingdom	1946	https://www.imdb.com/name/nm0000060/	1946	https://www.imdb.com/title/tt0036983/
393	Cornel Wilde	A Song to Remember	1946	https://www.imdb.com/name/nm0664273/	1946	https://www.imdb.com/title/tt0038104/
394	Ingrid Bergman	The Bells of St. Mary's	1946	https://www.imdb.com/name/nm0000006/	1946	https://www.imdb.com/title/tt0037536/
395	Joan Crawford	Mildred Pierce	1946	https://www.imdb.com/name/nm0001076/	1946	https://www.imdb.com/title/tt0037913/
396	Greer Garson	The Valley of Decision	1946	https://www.imdb.com/name/nm0002093/	1946	https://www.imdb.com/title/tt0038213/
397	Jennifer Jones	Love Letters	1946	https://www.imdb.com/name/nm0428354/	1946	https://www.imdb.com/title/tt0037885/
398	Gene Tierney	Leave Her to Heaven	1946	https://www.imdb.com/name/nm0000074/	1946	https://www.imdb.com/title/tt0037865/
399	Arthur Miller	The Keys of the Kingdom	1946	https://www.imdb.com/name/nm0007186/	1946	https://www.imdb.com/title/tt0036983/
400	John F. Seitz	The Lost Weekend	1946	https://www.imdb.com/name/nm0005870/	1946	https://www.imdb.com/title/tt0037884/
401	Ernest Haller	Mildred Pierce	1946	https://www.imdb.com/name/nm0005735/	1946	https://www.imdb.com/title/tt0037913/
402	Harry Stradling	The Picture of Dorian Gray	1946	https://www.imdb.com/name/nm0005889/	1946	https://www.imdb.com/title/tt0037988/
403	George Barnes	Spellbound	1946	https://www.imdb.com/name/nm0055604/	1946	https://www.imdb.com/title/tt0038109/
404	Robert Planck, Charles Boyle	Anchors Aweigh	1946	https://www.imdb.com/name/nm0686514/awards	1946	https://www.imdb.com/title/tt0037514/
405	Leon Shamroy	Leave Her to Heaven	1946	https://www.imdb.com/name/nm0005872/	1946	https://www.imdb.com/title/tt0037865/
406	Leonard Smith	National Velvet	1946	https://www.imdb.com/name/nm0809080/	1946	https://www.imdb.com/title/tt0037120/
407	Tony Gaudio, Allen M. Davey	A Song to Remember	1946	https://www.imdb.com/name/nm0309974/awards?ref_=nm_awd	1946	https://www.imdb.com/title/tt0038104/
408	George Barnes	The Spanish Main	1946	https://www.imdb.com/name/nm0055604/	1946	https://www.imdb.com/title/tt0038108/
409	Leo McCarey	The Bells of St. Mary's	1946	https://www.imdb.com/name/nm0564970/	1946	https://www.imdb.com/title/tt0037536/
410	Billy Wilder	The Lost Weekend	1946	https://www.imdb.com/name/nm0000697/	1946	https://www.imdb.com/title/tt0037884/
411	Clarence Brown	National Velvet	1946	https://www.imdb.com/name/nm0113284/	1946	https://www.imdb.com/title/tt0037120/
412	Jean Renoir	The Southerner	1946	https://www.imdb.com/name/nm0719756/	1946	https://www.imdb.com/title/tt0038107/
413	Alfred Hitchcock	Spellbound	1946	https://www.imdb.com/name/nm0000033/	1946	https://www.imdb.com/title/tt0038109/
414	Fredric March	The Best Years of Our Lives	1947	https://www.imdb.com/name/nm0545298/	1947	https://www.imdb.com/title/tt0036868/
415	Laurence Olivier	Henry V	1947	https://www.imdb.com/name/nm0000059/	1947	https://www.imdb.com/title/tt0036910/
416	Larry Parks	The Jolson Story	1947	https://www.imdb.com/name/nm0662972/	1947	https://www.imdb.com/title/tt0038661/
417	Gregory Peck	The Yearling	1947	https://www.imdb.com/name/nm0000060/	1947	https://www.imdb.com/title/tt0039111/
418	James Stewart	It's a Wonderful Life	1947	https://www.imdb.com/name/nm0000071/	1947	https://www.imdb.com/title/tt0038650/
419	Olivia de Havilland	To Each His Own	1947	https://www.imdb.com/name/nm0000014/	1947	https://www.imdb.com/title/tt0039040/
420	Celia Johnson	Brief Encounter	1947	https://www.imdb.com/name/nm0424743/	1947	https://www.imdb.com/title/tt0037558/
421	Jennifer Jones	Duel in the Sun	1947	https://www.imdb.com/name/nm0428354/	1947	https://www.imdb.com/title/tt0038499/
422	Rosalind Russell	Sister Kenny	1947	https://www.imdb.com/name/nm0751426/	1947	https://www.imdb.com/title/tt0038948/
423	Jane Wyman	The Yearling	1947	https://www.imdb.com/name/nm0943837/	1947	https://www.imdb.com/title/tt0039111/
424	Arthur Miller	Anna and the King of Siam	1947	https://www.imdb.com/name/nm0007186/	1947	https://www.imdb.com/title/tt0038303/
425	George Folsey	The Green Years	1947	https://www.imdb.com/name/nm0284390/	1947	https://www.imdb.com/title/tt0038578/
426	Joseph Walker	The Jolson Story	1947	https://www.imdb.com/name/nm4583866/	1947	https://www.imdb.com/title/tt0038661/
427	Charles Rosher, Leonard Smith, Arthur Arling	The Yearling	1947	https://www.imdb.com/name/nm0003546/awards?ref_=nmmi_ql_op_1	1947	https://www.imdb.com/title/tt0039111/
428	William Wyler	The Best Years of Our Lives	1947	https://www.imdb.com/name/nm0943758/	1947	https://www.imdb.com/title/tt0036868/
429	David Lean	Brief Encounter	1947	https://www.imdb.com/name/nm0000180/	1947	https://www.imdb.com/title/tt0037558/
430	Frank Capra	It's a Wonderful Life	1947	https://www.imdb.com/name/nm0001008/	1947	https://www.imdb.com/title/tt0038650/
431	Robert Siodmak	The Killers	1947	https://www.imdb.com/name/nm0802563/	1947	https://www.imdb.com/title/tt0038669/
432	Clarence Brown	The Yearling	1947	https://www.imdb.com/name/nm0113284/	1947	https://www.imdb.com/title/tt0039111/
433	Ronald Colman	A Double Life	1948	https://www.imdb.com/name/nm0172903/	1948	https://www.imdb.com/title/tt0039335/
434	John Garfield	Body and Soul	1948	https://www.imdb.com/name/nm0002092/	1948	https://www.imdb.com/title/tt0039204/
435	Gregory Peck	Gentleman's Agreement	1948	https://www.imdb.com/name/nm0000060/	1948	https://www.imdb.com/title/tt0039416/
436	William Powell	Life with Father	1948	https://www.imdb.com/name/nm0001635/	1948	https://www.imdb.com/title/tt0039566/
437	Michael Redgrave	Mourning Becomes Electra	1948	https://www.imdb.com/name/nm0714878/	1948	https://www.imdb.com/title/tt0039636/
438	Joan Crawford	Possessed	1948	https://www.imdb.com/name/nm0001076/	1948	https://www.imdb.com/title/tt0039725/
439	Susan Hayward	Smash-Up--The Story of a Woman	1948	https://www.imdb.com/name/nm0001333/	1948	https://www.imdb.com/title/tt0039840/
440	Dorothy McGuire	Gentleman's Agreement	1948	https://www.imdb.com/name/nm0570192/	1948	https://www.imdb.com/title/tt0039416/
441	Rosalind Russell	Mourning Becomes Electra	1948	https://www.imdb.com/name/nm0751426/	1948	https://www.imdb.com/title/tt0039636/
442	Loretta Young	The Farmer's Daughter	1948	https://www.imdb.com/name/nm0949835/	1948	https://www.imdb.com/title/tt0039370/
443	Charles Lang, Jr.	The Ghost and Mrs. Muir	1948	https://www.imdb.com/name/nm0485702/	1948	https://www.imdb.com/title/tt0039420/
444	Guy Green	Great Expectations	1948	https://www.imdb.com/name/nm0337885/	1948	https://www.imdb.com/title/tt0038574/
445	George Folsey	Green Dolphin Street	1948	https://www.imdb.com/name/nm0284390/	1948	https://www.imdb.com/title/tt0039437/
446	Jack Cardiff	Black Narcissus	1948	https://www.imdb.com/name/nm0002153/	1948	https://www.imdb.com/title/tt0039192/
447	Peverell Marley, William V. Skall	Life with Father	1948	https://www.imdb.com/name/nm0005877/	1948	https://www.imdb.com/title/tt0039566/
448	Harry Jackson	Mother Wore Tights	1948	https://www.imdb.com/name/nm0413575/	1948	https://www.imdb.com/title/tt0039634/
449	Henry Koster	The Bishop's Wife	1948	https://www.imdb.com/name/nm0467396/	1948	https://www.imdb.com/title/tt0039190/
450	Edward Dmytryk	Crossfire	1948	https://www.imdb.com/name/nm0229424/	1948	https://www.imdb.com/title/tt0039286/
451	George Cukor	A Double Life	1948	https://www.imdb.com/name/nm0002030/	1948	https://www.imdb.com/title/tt0039335/
452	Elia Kazan	Gentleman's Agreement	1948	https://www.imdb.com/name/nm0001415/	1948	https://www.imdb.com/title/tt0039416/
453	David Lean	Great Expectations	1948	https://www.imdb.com/name/nm0000180/	1948	https://www.imdb.com/title/tt0038574/
454	Lew Ayres	Johnny Belinda	1949	https://www.imdb.com/name/nm0000817/	1949	https://www.imdb.com/title/tt0040495/
455	Montgomery Clift	The Search	1949	https://www.imdb.com/name/nm0001050/	1949	https://www.imdb.com/title/tt0040765/
456	Dan Dailey	When My Baby Smiles at Me	1949	https://www.imdb.com/name/nm0197314/	1949	https://www.imdb.com/title/tt0040962/
457	Laurence Olivier	Hamlet	1949	https://www.imdb.com/name/nm0000059/	1949	https://www.imdb.com/title/tt0040416/
458	Clifton Webb	Sitting Pretty	1949	https://www.imdb.com/name/nm0916067/	1949	https://www.imdb.com/title/tt0040795/
459	Ingrid Bergman	Joan of Arc	1949	https://www.imdb.com/name/nm0000006/	1949	https://www.imdb.com/title/tt0040491/
460	Olivia de Havilland	The Snake Pit	1949	https://www.imdb.com/name/nm0000014/	1949	https://www.imdb.com/title/tt0040806/
461	Irene Dunne	I Remember Mama	1949	https://www.imdb.com/name/nm0002050/	1949	https://www.imdb.com/title/tt0040458/
462	Barbara Stanwyck	Sorry, Wrong Number	1949	https://www.imdb.com/name/nm0001766/	1949	https://www.imdb.com/title/tt0040823/
463	Jane Wyman	Johnny Belinda	1949	https://www.imdb.com/name/nm0943837/	1949	https://www.imdb.com/title/tt0040495/
464	Charles B. Lang, Jr.	A Foreign Affair	1949	https://www.imdb.com/name/nm0485702/	1949	https://www.imdb.com/title/tt0040367/
465	Nicholas Musuraca	I Remember Mama	1949	https://www.imdb.com/name/nm0002228/	1949	https://www.imdb.com/title/tt0040458/
466	Ted McCord	Johnny Belinda	1949	https://www.imdb.com/name/nm0005792/	1949	https://www.imdb.com/title/tt0040495/
467	William Daniels	The Naked City	1949	https://www.imdb.com/name/nm0200122/	1949	https://www.imdb.com/title/tt0040636/
468	Joseph August	Portrait of Jennie	1949	https://www.imdb.com/name/nm0005641/	1949	https://www.imdb.com/title/tt0040705/
469	Charles G. Clarke	Green Grass of Wyoming	1949	https://www.imdb.com/name/nm0164690/	1949	https://www.imdb.com/title/tt0040402/
470	Joseph Valentine, William V. Skall, Winton Hoch	Joan of Arc	1949	https://www.imdb.com/title/tt0040491/awards	1949	https://www.imdb.com/title/tt0040491/
471	William Snyder	The Loves of Carmen	1949	https://www.imdb.com/name/nm0811580/	1949	https://www.imdb.com/title/tt0040552/
472	Robert Planck	The Three Musketeers	1949	https://www.imdb.com/name/nm0686514/	1949	https://www.imdb.com/title/tt0040876/
473	Laurence Olivier	Hamlet	1949	https://www.imdb.com/name/nm0000059/	1949	https://www.imdb.com/title/tt0040416/
474	Jean Negulesco	Johnny Belinda	1949	https://www.imdb.com/name/nm0624535/	1949	https://www.imdb.com/title/tt0040495/
475	Fred Zinnemann	The Search	1949	https://www.imdb.com/name/nm0003593/	1949	https://www.imdb.com/title/tt0040765/
476	Anatole Litvak	The Snake Pit	1949	https://www.imdb.com/name/nm0514822/	1949	https://www.imdb.com/title/tt0040806/
477	John Huston	The Treasure of the Sierra Madre	1949	https://www.imdb.com/name/nm0001379/	1949	https://www.imdb.com/title/tt0040897/
478	Broderick Crawford	All the King's Men	1950	https://www.imdb.com/name/nm0002024/	1950	https://www.imdb.com/title/tt0041113/
479	Kirk Douglas	Champion	1950	https://www.imdb.com/name/nm0000018/	1950	https://www.imdb.com/title/tt0041239/
480	Gregory Peck	Twelve O'Clock High	1950	https://www.imdb.com/name/nm0000060/	1950	https://www.imdb.com/title/tt0041996/
481	Richard Todd	The Hasty Heart	1950	https://www.imdb.com/name/nm0865262/	1950	https://www.imdb.com/title/tt0041445/
482	John Wayne	Sands of Iwo Jima	1950	https://www.imdb.com/name/nm0000078/	1950	https://www.imdb.com/title/tt0041841/
483	Jeanne Crain	Pinky	1950	https://www.imdb.com/name/nm0002022/	1950	https://www.imdb.com/title/tt0041746/
484	Olivia de Havilland	The Heiress	1950	https://www.imdb.com/name/nm0000014/	1950	https://www.imdb.com/title/tt0041452/
485	Susan Hayward	My Foolish Heart	1950	https://www.imdb.com/name/nm0001333/	1950	https://www.imdb.com/title/tt0041672/
486	Deborah Kerr	Edward, My Son	1950	https://www.imdb.com/name/nm0000039/	1950	https://www.imdb.com/title/tt0041329/
487	Loretta Young	Come to the Stable	1950	https://www.imdb.com/name/nm0949835/	1950	https://www.imdb.com/title/tt0041257/
488	Paul C. Vogel	Battleground	1950	https://www.imdb.com/name/nm0900944/	1950	https://www.imdb.com/title/tt0041163/
489	Frank Planer	Champion	1950	https://www.imdb.com/name/nm0005832/	1950	https://www.imdb.com/title/tt0041239/
490	Joseph LaShelle	Come to the Stable	1950	https://www.imdb.com/name/nm0005766/	1950	https://www.imdb.com/title/tt0041257/
491	Leo Tover	The Heiress	1950	https://www.imdb.com/name/nm0869860/	1950	https://www.imdb.com/title/tt0041452/
492	Leon Shamroy	Prince of Foxes	1950	https://www.imdb.com/name/nm0005872/	1950	https://www.imdb.com/title/tt0041767/
493	Harry Stradling	The Barkleys of Broadway	1950	https://www.imdb.com/name/nm0005889/	1950	https://www.imdb.com/title/tt0041158/
494	William Snyder	Jolson Sings Again	1950	https://www.imdb.com/name/nm0811580/	1950	https://www.imdb.com/title/tt0041530/
495	Robert Planck, Charles Schoenbaum	Little Women	1950	https://www.imdb.com/name/nm0686514/awards	1950	https://www.imdb.com/title/tt0041594/
496	Charles G. Clarke	Sand	1950	https://www.imdb.com/name/nm0164690/	1950	https://www.imdb.com/title/tt0041840/
497	Winton Hoch	She Wore a Yellow Ribbon	1950	https://www.imdb.com/name/nm0005743/	1950	https://www.imdb.com/title/tt0041866/
498	Robert Rossen	All the King's Men	1950	https://www.imdb.com/name/nm0744035/	1950	https://www.imdb.com/title/tt0041113/
499	William A. Wellman	Battleground	1950	https://www.imdb.com/name/nm0920074/	1950	https://www.imdb.com/title/tt0041163/
500	Carol Reed	The Fallen Idol	1950	https://www.imdb.com/name/nm0715346/	1950	https://www.imdb.com/title/tt0040338/
501	William Wyler	The Heiress	1950	https://www.imdb.com/name/nm0943758/	1950	https://www.imdb.com/title/tt0041452/
502	Joseph L. Mankiewicz	A Letter to Three Wives	1950	https://www.imdb.com/name/nm0000581/	1950	https://www.imdb.com/title/tt0041587/
503	Louis Calhern	The Magnificent Yankee	1951	https://www.imdb.com/name/nm0129894/	1951	https://www.imdb.com/title/tt0042702/
504	Jos̩ Ferrer	Cyrano de Bergerac	1951	https://www.imdb.com/name/nm0001207/	1951	https://www.imdb.com/title/tt0042367/
505	William Holden	Sunset Blvd.	1951	https://www.imdb.com/name/nm0000034/	1951	https://www.imdb.com/title/tt0043014/
506	James Stewart	Harvey	1951	https://www.imdb.com/name/nm0000071/	1951	https://www.imdb.com/title/tt0042546/
507	Spencer Tracy	Father of the Bride	1951	https://www.imdb.com/name/nm0000075/	1951	https://www.imdb.com/title/tt0042451/
508	Anne Baxter	All about Eve	1951	https://www.imdb.com/name/nm0000879/	1951	https://www.imdb.com/title/tt0042192/
509	Bette Davis	All about Eve	1951	https://www.imdb.com/name/nm0000012/	1951	https://www.imdb.com/title/tt0042192/
510	Judy Holliday	Born Yesterday	1951	https://www.imdb.com/name/nm0391062/	1951	https://www.imdb.com/title/tt0042276/
511	Eleanor Parker	Caged	1951	https://www.imdb.com/name/nm0662223/	1951	https://www.imdb.com/title/tt0042296/
512	Gloria Swanson	Sunset Blvd.	1951	https://www.imdb.com/name/nm0841797/	1951	https://www.imdb.com/title/tt0043014/
513	Milton Krasner	All about Eve	1951	https://www.imdb.com/name/nm0005762/	1951	https://www.imdb.com/title/tt0042192/
514	Harold Rosson	The Asphalt Jungle	1951	https://www.imdb.com/name/nm0005849/	1951	https://www.imdb.com/title/tt0042208/
515	Victor Milner	The Furies	1951	https://www.imdb.com/name/nm0005800/	1951	https://www.imdb.com/title/tt0042490/
516	John F. Seitz	Sunset Blvd.	1951	https://www.imdb.com/name/nm0005870/	1951	https://www.imdb.com/title/tt0043014/
517	Robert Krasker	The Third Man	1951	https://www.imdb.com/name/nm0005761/	1951	https://www.imdb.com/title/tt0041959/
518	Charles Rosher	Annie Get Your Gun	1951	https://www.imdb.com/name/nm0003546/	1951	https://www.imdb.com/title/tt0042200/
519	Ernest Palmer	Broken Arrow	1951	https://www.imdb.com/name/nm0005823/	1951	https://www.imdb.com/title/tt0042286/
520	Ernest Haller	The Flame and the Arrow	1951	https://www.imdb.com/name/nm0005735/	1951	https://www.imdb.com/title/tt0042464/
521	Robert Surtees	King Solomon's Mines	1951	https://www.imdb.com/name/nm0005892/	1951	https://www.imdb.com/title/tt0042646/
522	George Barnes	Samson and Delilah	1951	https://www.imdb.com/name/nm0055604/	1951	https://www.imdb.com/title/tt0041838/
523	Joseph L. Mankiewicz	All about Eve	1951	https://www.imdb.com/name/nm0000581/	1951	https://www.imdb.com/title/tt0042192/
524	John Huston	The Asphalt Jungle	1951	https://www.imdb.com/name/nm0001379/	1951	https://www.imdb.com/title/tt0042208/
525	George Cukor	Born Yesterday	1951	https://www.imdb.com/name/nm0002030/	1951	https://www.imdb.com/title/tt0042276/
526	Billy Wilder	Sunset Blvd.	1951	https://www.imdb.com/name/nm0000697/	1951	https://www.imdb.com/title/tt0043014/
527	Carol Reed	The Third Man	1951	https://www.imdb.com/name/nm0715346/	1951	https://www.imdb.com/title/tt0041959/
528	Humphrey Bogart	The African Queen	1952	https://www.imdb.com/name/nm0000007/	1952	https://www.imdb.com/title/tt0043265/
529	Marlon Brando	A Streetcar Named Desire	1952	https://www.imdb.com/name/nm0000008/	1952	https://www.imdb.com/title/tt0044081/
530	Montgomery Clift	A Place in the Sun	1952	https://www.imdb.com/name/nm0001050/	1952	https://www.imdb.com/title/tt0043924/
531	Arthur Kennedy	Bright Victory	1952	https://www.imdb.com/name/nm0447913/	1952	https://www.imdb.com/title/tt0043361/
532	Fredric March	Death of a Salesman	1952	https://www.imdb.com/name/nm0545298/	1952	https://www.imdb.com/title/tt0043458/
533	Katharine Hepburn	The African Queen	1952	https://www.imdb.com/name/nm0000031/	1952	https://www.imdb.com/title/tt0043265/
534	Vivien Leigh	A Streetcar Named Desire	1952	https://www.imdb.com/name/nm0000046/	1952	https://www.imdb.com/title/tt0044081/
535	Eleanor Parker	Detective Story	1952	https://www.imdb.com/name/nm0662223/	1952	https://www.imdb.com/title/tt0043465/
536	Shelley Winters	A Place in the Sun	1952	https://www.imdb.com/name/nm0001859/	1952	https://www.imdb.com/title/tt0043924/
537	Jane Wyman	The Blue Veil	1952	https://www.imdb.com/name/nm0943837/	1952	https://www.imdb.com/title/tt0043350/
538	Frank Planer	Death of a Salesman	1952	https://www.imdb.com/name/nm0005832/	1952	https://www.imdb.com/title/tt0043458/
539	Norbert Brodine	The Frogmen	1952	https://www.imdb.com/name/nm0005661/	1952	https://www.imdb.com/title/tt0043565/
540	William C. Mellor	A Place in the Sun	1952	https://www.imdb.com/name/nm0005794/	1952	https://www.imdb.com/title/tt0043924/
541	Robert Burks	Strangers on a Train	1952	https://www.imdb.com/name/nm0122079/	1952	https://www.imdb.com/title/tt0044079/
542	Harry Stradling	A Streetcar Named Desire	1952	https://www.imdb.com/name/nm0005889/	1952	https://www.imdb.com/title/tt0044081/
543	Alfred Gilks; Ballet Photography by John Alton	An American in Paris	1952	https://en.wikipedia.org/wiki/John_Alton	1952	https://www.imdb.com/title/tt0043278/
544	Leon Shamroy	David and Bathsheba	1952	https://www.imdb.com/name/nm0005872/	1952	https://www.imdb.com/title/tt0043455/
545	Robert Surtees, William V. Skall	Quo Vadis	1952	https://www.imdb.com/name/nm0005892/awards	1952	https://www.imdb.com/title/tt0043949/
546	Charles Rosher	Show Boat	1952	https://www.imdb.com/name/nm0003546/	1952	https://www.imdb.com/title/tt0044030/
547	John F. Seitz, W. Howard Greene	When Worlds Collide	1952	https://www.imdb.com/name/nm0005870/	1952	https://www.imdb.com/title/tt0044207/
548	John Huston	The African Queen	1952	https://www.imdb.com/name/nm0001379/	1952	https://www.imdb.com/title/tt0043265/
549	Vincente Minnelli	An American in Paris	1952	https://www.imdb.com/name/nm0591486/	1952	https://www.imdb.com/title/tt0043278/
550	William Wyler	Detective Story	1952	https://www.imdb.com/name/nm0943758/	1952	https://www.imdb.com/title/tt0043465/
551	George Stevens	A Place in the Sun	1952	https://www.imdb.com/name/nm0828419/	1952	https://www.imdb.com/title/tt0043924/
552	Elia Kazan	A Streetcar Named Desire	1952	https://www.imdb.com/name/nm0001415/	1952	https://www.imdb.com/title/tt0044081/
553	Marlon Brando	Viva Zapata!	1953	https://www.imdb.com/name/nm0000008/	1953	https://www.imdb.com/title/tt0045296/
554	Gary Cooper	High Noon	1953	https://www.imdb.com/name/nm0000011/	1953	https://www.imdb.com/title/tt0044706/
555	Kirk Douglas	The Bad and the Beautiful	1953	https://www.imdb.com/name/nm0000018/	1953	https://www.imdb.com/title/tt0044391/
556	Jos̩ Ferrer	Moulin Rouge	1953	https://www.imdb.com/name/nm0001207/	1953	https://www.imdb.com/title/tt0044926/
557	Alec Guinness	The Lavender Hill Mob	1953	https://www.imdb.com/name/nm0000027/	1953	https://www.imdb.com/title/tt0044829/
558	Shirley Booth	Come Back, Little Sheba	1953	https://www.imdb.com/name/nm0095804/	1953	https://www.imdb.com/title/tt0044509/
559	Joan Crawford	Sudden Fear	1953	https://www.imdb.com/name/nm0001076/	1953	https://www.imdb.com/title/tt0045205/
560	Bette Davis	The Star	1953	https://www.imdb.com/name/nm0000012/	1953	https://www.imdb.com/title/tt0045186/
561	Julie Harris	The Member of the Wedding	1953	https://www.imdb.com/name/nm0364915/	1953	https://www.imdb.com/title/tt0044896/
562	Susan Hayward	With a Song in My Heart	1953	https://www.imdb.com/name/nm0001333/	1953	https://www.imdb.com/title/tt0045333/
563	Robert Surtees	The Bad and the Beautiful	1953	https://www.imdb.com/name/nm0005892/	1953	https://www.imdb.com/title/tt0044391/
564	Russell Harlan	The Big Sky	1953	https://www.imdb.com/name/nm0005737/	1953	https://www.imdb.com/title/tt0044419/
565	Joseph LaShelle	My Cousin Rachel	1953	https://www.imdb.com/name/nm0005766/	1953	https://www.imdb.com/title/tt0044937/
566	Virgil E. Miller	Navajo	1953	https://www.imdb.com/name/nm0589489/	1953	https://www.imdb.com/title/tt0044955/
567	Charles B. Lang, Jr.	Sudden Fear	1953	https://www.imdb.com/name/nm0485702/	1953	https://www.imdb.com/title/tt0045205/
568	Harry Stradling	Hans Christian Andersen	1953	https://www.imdb.com/name/nm0005889/	1953	https://www.imdb.com/title/tt0044685/
569	F. A. Young	Ivanhoe	1953	https://www.imdb.com/name/nm0002875/	1953	https://www.imdb.com/title/tt0044760/
570	George J. Folsey	Million Dollar Mermaid	1953	https://www.imdb.com/name/nm0005706/	1953	https://www.imdb.com/title/tt0044903/
571	Winton C. Hoch, Archie Stout	The Quiet Man	1953	https://www.imdb.com/name/nm0005743/bio	1953	https://www.imdb.com/title/tt0045061/
572	Leon Shamroy	The Snows of Kilimanjaro	1953	https://www.imdb.com/name/nm0005872/	1953	https://www.imdb.com/title/tt0045162/
573	Joseph L. Mankiewicz	Five Fingers	1953	https://www.imdb.com/name/nm0000581/	1953	https://www.imdb.com/title/tt0044314/
574	Cecil B. DeMille	The Greatest Show on Earth	1953	https://www.imdb.com/name/nm0001124/	1953	https://www.imdb.com/title/tt0044672/
575	Fred Zinnemann	High Noon	1953	https://www.imdb.com/name/nm0003593/	1953	https://www.imdb.com/title/tt0044706/
576	John Huston	Moulin Rouge	1953	https://www.imdb.com/name/nm0001379/	1953	https://www.imdb.com/title/tt0044926/
577	John Ford	The Quiet Man	1953	https://www.imdb.com/name/nm0000406/	1953	https://www.imdb.com/title/tt0045061/
578	Marlon Brando	Julius Caesar	1954	https://www.imdb.com/name/nm0000008/	1954	https://www.imdb.com/title/tt0045943/
579	Richard Burton	The Robe	1954	https://www.imdb.com/name/nm0000009/	1954	https://www.imdb.com/title/tt0046247/
580	Montgomery Clift	From Here to Eternity	1954	https://www.imdb.com/name/nm0001050/	1954	https://www.imdb.com/title/tt0045793/
581	William Holden	Stalag 17	1954	https://www.imdb.com/name/nm0000034/	1954	https://www.imdb.com/title/tt0046359/
582	Burt Lancaster	From Here to Eternity	1954	https://www.imdb.com/name/nm0000044/	1954	https://www.imdb.com/title/tt0045793/
583	Leslie Caron	Lili	1954	https://www.imdb.com/name/nm0001989/	1954	https://www.imdb.com/title/tt0046000/
584	Ava Gardner	Mogambo	1954	https://www.imdb.com/name/nm0001257/	1954	https://www.imdb.com/title/tt0046085/
585	Audrey Hepburn	Roman Holiday	1954	https://www.imdb.com/name/nm0000030/	1954	https://www.imdb.com/title/tt0046250/
586	Deborah Kerr	From Here to Eternity	1954	https://www.imdb.com/name/nm0000039/	1954	https://www.imdb.com/title/tt0045793/
587	Maggie McNamara	The Moon Is Blue	1954	https://www.imdb.com/name/nm0573704/	1954	https://www.imdb.com/title/tt0046094/
588	Hal Mohr	The Four Poster	1954	https://www.imdb.com/name/nm0005803/	1954	https://www.imdb.com/title/tt0044631/
589	Burnett Guffey	From Here to Eternity	1954	https://www.imdb.com/name/nm0346532/	1954	https://www.imdb.com/title/tt0045793/
590	Joseph Ruttenberg	Julius Caesar	1954	https://www.imdb.com/name/nm0005853/	1954	https://www.imdb.com/title/tt0045943/
591	Joseph C. Brun	Martin Luther	1954	https://www.imdb.com/name/nm0116002/	1954	https://www.imdb.com/title/tt0046051/
592	Frank Planer, Henri Alekan	Roman Holiday	1954	https://www.imdb.com/list/ls020183248/	1954	https://www.imdb.com/title/tt0046250/
593	George Folsey	All the Brothers Were Valiant	1954	https://www.imdb.com/name/nm0284390/	1954	https://www.imdb.com/title/tt0045494/
594	Edward Cronjager	Beneath the 12-Mile Reef	1954	https://www.imdb.com/name/nm0005676/	1954	https://www.imdb.com/title/tt0045551/
595	Robert Planck	Lili	1954	https://www.imdb.com/name/nm0686514/	1954	https://www.imdb.com/title/tt0046000/
596	Leon Shamroy	The Robe	1954	https://www.imdb.com/name/nm0005872/	1954	https://www.imdb.com/title/tt0046247/
597	Loyal Griggs	Shane	1954	https://www.imdb.com/name/nm0005729/	1954	https://www.imdb.com/title/tt0046303/
598	Fred Zinnemann	From Here to Eternity	1954	https://www.imdb.com/name/nm0003593/	1954	https://www.imdb.com/title/tt0045793/
599	Charles Walters	Lili	1954	https://www.imdb.com/name/nm0910199/	1954	https://www.imdb.com/title/tt0046000/
600	William Wyler	Roman Holiday	1954	https://www.imdb.com/name/nm0943758/	1954	https://www.imdb.com/title/tt0046250/
601	George Stevens	Shane	1954	https://www.imdb.com/name/nm0828419/	1954	https://www.imdb.com/title/tt0046303/
602	Billy Wilder	Stalag 17	1954	https://www.imdb.com/name/nm0000697/	1954	https://www.imdb.com/title/tt0046359/
