,Name,Movie,Edition,Year of award,Award,Win?
1677,Denzel Washington,Fences,89,2016,LeadingActor,False
1678,Mahershala Ali,Moonlight,89,2016,SupportingActor,True
1679,Jeff Bridges,Hell or High Water,89,2016,SupportingActor,False
1680,Lucas Hedges,Manchester by the Sea,89,2016,SupportingActor,False
1681,Dev Patel,Lion,89,2016,SupportingActor,False
1682,Michael Shannon,Nocturnal Animals,89,2016,SupportingActor,False
1683,Isabelle Huppert,Elle,89,2016,LeadingActress,False
1684,Ruth Negga,Loving,89,2016,LeadingActress,False
1685,Natalie Portman,Jackie,89,2016,LeadingActress,False
1686,Emma Stone,La La Land,89,2016,LeadingActress,True
1687,Meryl Streep,Florence Foster Jenkins,89,2016,LeadingActress,False
1688,Viola Davis,Fences,89,2016,SupportingActress,True
1689,Naomie Harris,Moonlight,89,2016,SupportingActress,False
1690,Nicole Kidman,Lion,89,2016,SupportingActress,False
1691,Octavia Spencer,Hidden Figures,89,2016,SupportingActress,False
1692,Michelle Williams,Manchester by the Sea,89,2016,SupportingActress,False
1693,Timoth̩e Chalamet,Call Me by Your Name,90,2017,LeadingActor,False
1694,Daniel Day-Lewis,Phantom Thread,90,2017,LeadingActor,False
1695,Daniel Kaluuya,Get Out,90,2017,LeadingActor,False
1696,Gary Oldman,Darkest Hour,90,2017,LeadingActor,True
1697,Denzel Washington,"Roman J. Israel, Esq.",90,2017,LeadingActor,False
1698,Willem Dafoe,The Florida Project,90,2017,SupportingActor,False
1699,Woody Harrelson,"Three Billboards outside Ebbing, Missouri",90,2017,SupportingActor,False
1700,Richard Jenkins,The Shape of Water,90,2017,SupportingActor,False
1701,Christopher Plummer,All the Money in the World,90,2017,SupportingActor,False
1702,Sam Rockwell,"Three Billboards outside Ebbing, Missouri",90,2017,SupportingActor,True
1703,Sally Hawkins,The Shape of Water,90,2017,LeadingActress,False
1704,Frances McDormand,"Three Billboards outside Ebbing, Missouri",90,2017,LeadingActress,True
1705,Margot Robbie,"I, Tonya",90,2017,LeadingActress,False
1706,Saoirse Ronan,Lady Bird,90,2017,LeadingActress,False
1707,Meryl Streep,The Post,90,2017,LeadingActress,False
1708,Mary J. Blige,Mudbound,90,2017,SupportingActress,False
1709,Allison Janney,"I, Tonya",90,2017,SupportingActress,True
1710,Lesley Manville,Phantom Thread,90,2017,SupportingActress,False
1711,Laurie Metcalf,Lady Bird,90,2017,SupportingActress,False
1712,Octavia Spencer,The Shape of Water,90,2017,SupportingActress,False
1713,Christian Bale,Vice,91,2018,LeadingActor,False
1714,Bradley Cooper,A Star Is Born,91,2018,LeadingActor,False
1715,Willem Dafoe,At Eternity's Gate,91,2018,LeadingActor,False
1716,Rami Malek,Bohemian Rhapsody,91,2018,LeadingActor,True
1717,Viggo Mortensen,Green Book,91,2018,LeadingActor,False
1718,Mahershala Ali,Green Book,91,2018,SupportingActor,True
1719,Adam Driver,BlacKkKlansman,91,2018,SupportingActor,False
1720,Sam Elliott,A Star Is Born,91,2018,SupportingActor,False
1721,Richard E. Grant,Can You Ever Forgive Me?,91,2018,SupportingActor,False
1722,Sam Rockwell,Vice,91,2018,SupportingActor,False
1723,Yalitza Aparicio,Roma,91,2018,LeadingActress,False
1724,Glenn Close,The Wife,91,2018,LeadingActress,False
1725,Olivia Colman,The Favourite,91,2018,LeadingActress,True
1726,Lady Gaga,A Star Is Born,91,2018,LeadingActress,False
1727,Melissa McCarthy,Can You Ever Forgive Me?,91,2018,LeadingActress,False
1728,Amy Adams,Vice,91,2018,SupportingActress,False
1729,Marina de Tavira,Roma,91,2018,SupportingActress,False
1730,Regina King,If Beale Street Could Talk,91,2018,SupportingActress,True
1731,Emma Stone,The Favourite,91,2018,SupportingActress,False
1732,Rachel Weisz,The Favourite,91,2018,SupportingActress,False
1733,Antonio Banderas,Pain and Glory,92,2019,LeadingActor,False
1734,Leonardo DiCaprio,Once upon a Time...in Hollywood,92,2019,LeadingActor,False
1735,Adam Driver,Marriage Story,92,2019,LeadingActor,False
1736,Joaquin Phoenix,Joker,92,2019,LeadingActor,True
1737,Jonathan Pryce,The Two Popes,92,2019,LeadingActor,False
1738,Tom Hanks,A Beautiful Day in the Neighborhood,92,2019,SupportingActor,False
1739,Anthony Hopkins,The Two Popes,92,2019,SupportingActor,False
1740,Al Pacino,The Irishman,92,2019,SupportingActor,False
1741,Joe Pesci,The Irishman,92,2019,SupportingActor,False
1742,Brad Pitt,Once upon a Time...in Hollywood,92,2019,SupportingActor,True
1743,Cynthia Erivo,Harriet,92,2019,LeadingActress,False
1744,Scarlett Johansson,Marriage Story,92,2019,LeadingActress,False
1745,Saoirse Ronan,Little Women,92,2019,LeadingActress,False
1746,Charlize Theron,Bombshell,92,2019,LeadingActress,False
1747,Ren̩e Zellweger,Judy,92,2019,LeadingActress,True
1748,Kathy Bates,Richard Jewell,92,2019,SupportingActress,False
1749,Laura Dern,Marriage Story,92,2019,SupportingActress,True
1750,Scarlett Johansson,Jojo Rabbit,92,2019,SupportingActress,False
1751,Florence Pugh,Little Women,92,2019,SupportingActress,False
1752,Margot Robbie,Bombshell,92,2019,SupportingActress,False
