	Year of award	Movie	movieID	year_awarded
159	1973	Paper Moon	https://www.imdb.com/title/tt0070510/	1973
160	1943	Mrs. Miniver	https://www.imdb.com/title/tt0035093/	1943
161	1929	The Last Command	https://www.imdb.com/title/tt0019071/	1929
162	1994	Philadelphia	https://www.imdb.com/title/tt0107818/	1994
163	1941	Sergeant York	https://www.imdb.com/title/tt0034167/	1941
164	1951	A Streetcar Named Desire	https://www.imdb.com/title/tt0044081/	1951
165	1929	Underworld	https://www.imdb.com/title/tt0018526/	1929
166	2003	The Lord of the Rings: The Return of the King	https://www.imdb.com/title/tt0167261/	2003
167	1980	Ordinary People	https://www.imdb.com/title/tt0081283/	1980
168	1972	Cabaret	https://www.imdb.com/title/tt0068327/	1972
169	1940	Stagecoach	https://www.imdb.com/title/tt0031971/	1940
170	1962	Sweet Bird of Youth	https://www.imdb.com/title/tt0056541/	1962
171	1978	Close Encounters of the Third Kind	https://www.imdb.com/title/tt0075860/	1978
172	2015	The Revenant	https://www.imdb.com/title/tt1663202/	2015
173	1996	The English Patient	https://www.imdb.com/title/tt0116209/	1996
174	1967	Thoroughly Modern Millie	https://www.imdb.com/title/tt0062362/	1967
175	1974	The Sting	https://www.imdb.com/title/tt0070735/	1974
176	2015	Birdman	https://www.imdb.com/title/tt2562232/	2015
177	1952	The Quiet Man	https://www.imdb.com/title/tt0045061/	1952
178	1943	Casablanca	https://www.imdb.com/title/tt0034583/	1943
179	1986	Out of Africa	https://www.imdb.com/title/tt0089755/	1986
180	2002	The Pianist	https://www.imdb.com/title/tt0254686/	2002
181	1987	The Last Emperor	https://www.imdb.com/title/tt0091235/	1987
182	2002	Spirited Away	https://www.imdb.com/title/tt0245429/	2002
183	1989	The Johnstown Flood	https://www.imdb.com/title/tt0097628/	1989
184	1984	Tender Mercies	https://www.imdb.com/title/tt0086423/	1984
185	1970	The Prime of Miss Jean Brodie	https://www.imdb.com/title/tt0064840/	1970
186	1970	Women in Love	https://www.imdb.com/title/tt0066579/	1970
187	1993	Scent of a Woman	https://www.imdb.com/title/tt0105323/	1993
188	1976	One Flew Over the Cuckoo's Nest	https://www.imdb.com/title/tt0073486/	1976
189	1953	Roman Holiday	https://www.imdb.com/title/tt0046250/	1953
190	2003	Mystic River	https://www.imdb.com/title/tt0327056/	2003
191	1953	From Here to Eternity	https://www.imdb.com/title/tt0045793/	1953
192	1954	Secret Love	https://www.imdb.com/title/tt0045591/	1954
193	1994	Bullets Over Broadway	https://www.imdb.com/title/tt0109348/	1994
194	1955	Marty	https://www.imdb.com/title/tt0048356/	1955
195	2012	Django Unchained	https://www.imdb.com/title/tt1853728/	2012
196	2012	Django Unchained	https://www.imdb.com/title/tt1853728/	2012
197	1959	Ben-Hur	https://www.imdb.com/title/tt0052618/	1959
198	2011	The Iron Lady	https://www.imdb.com/title/tt1007029/	2011
199	1971	Let It Be	https://www.imdb.com/title/tt0065976/	1971
200	1937	Anthony Adverse	https://www.imdb.com/title/tt0027300/	1937
201	2002	A Beautiful Mind	https://www.imdb.com/title/tt0268978/	2002
202	1957	The Bridge on the River Kwai	https://www.imdb.com/title/tt0050212/	1957
203	1947	Miracle on 34th Street	https://www.imdb.com/title/tt0039628/	1947
204	2003	The Lord of the Rings: The Return of the King	https://www.imdb.com/title/tt0167261/	2003
205	1984	The Killing Fields	https://www.imdb.com/title/tt0087553/	1984
206	1957	Sayonara	https://www.imdb.com/title/tt0049830/	1957
207	1961	West Side Story	https://www.imdb.com/title/tt0055614/	1961
208	2006	The Departed	https://www.imdb.com/title/tt0407887/	2006
209	1957	The Bridge on the River Kwai	https://www.imdb.com/title/tt0050212/	1957
210	1981	The Fly	https://www.imdb.com/title/tt0091064/	1981
