,Person,Date of birth,Birthplace,Country of birth,Award,Edition,Movie,Year of award,Bio NNDB,Bio IMDb,Bio Wikipedia,imdbID,movieID,movie_IMDB_Link
348,Dean Jagger,1903-11-07,Columbus Grove,United States of America,Best Supporting Actor,22nd Academy Awards,Twelve O'Clock High,1949,https://www.nndb.com/people/121/000063929,https://www.imdb.com/name/nm0415591,https://en.wikipedia.org/wiki/Dean_Jagger,nm0415591,tt0041996,https://www.imdb.com/title/tt0041996/
349,Eddie Redmayne,1982-01-06,London,United Kingdom,Best Actor,87th Academy Awards,The Theory of Everything,2014,https://www.nndb.com/people/467/000269657,https://www.imdb.com/name/nm1519666,https://en.wikipedia.org/wiki/Eddie_Redmayne,nm1519666,tt2980516,https://www.imdb.com/title/tt2980516/
350,Kathryn Bigelow,1951-11-27,San Carlos,United States of America,Best Picture,82nd Academy Awards,The Hurt Locker,2010,https://www.nndb.com/people/837/000079600,https://www.imdb.com/name/nm0000941,https://en.wikipedia.org/wiki/Kathryn_Bigelow,nm0000941,tt0887912,https://www.imdb.com/title/tt0887912/
351,Kathryn Bigelow,1951-11-27,San Carlos,United States of America,Best Picture,82nd Academy Awards,The Hurt Locker,2010,https://www.nndb.com/people/837/000079600,https://www.imdb.com/name/nm0000941,https://en.wikipedia.org/wiki/Kathryn_Bigelow,nm0000941,tt0887912,https://www.imdb.com/title/tt0887912/
352,Kathryn Bigelow,1951-11-27,San Carlos,United States of America,Best Director,82nd Academy Awards,The Hurt Locker,2010,https://www.nndb.com/people/837/000079600,https://www.imdb.com/name/nm0000941,https://en.wikipedia.org/wiki/Kathryn_Bigelow,nm0000941,tt0887912,https://www.imdb.com/title/tt0887912/
353,Kathryn Bigelow,1951-11-27,San Carlos,United States of America,Best Director,82nd Academy Awards,The Hurt Locker,2010,https://www.nndb.com/people/837/000079600,https://www.imdb.com/name/nm0000941,https://en.wikipedia.org/wiki/Kathryn_Bigelow,nm0000941,tt0887912,https://www.imdb.com/title/tt0887912/
354,Walter Huston,1883-04-05,Toronto,Canada,Best Supporting Actor,21st Academy Awards,The Treasure of the Sierra Madre,1948,https://www.nndb.com/people/122/000063930,https://www.imdb.com/name/nm0404158,https://en.wikipedia.org/wiki/Walter_Huston,nm0404158,tt0040897,https://www.imdb.com/title/tt0040897/
355,Walter Huston,1883-04-05,Toronto,Canada,Best Supporting Actor,21st Academy Awards,The Treasure of the Sierra Madre,1948,https://www.nndb.com/people/122/000063930,https://www.imdb.com/name/nm0404158,https://en.wikipedia.org/wiki/Walter_Huston,nm0404158,tt0040897,https://www.imdb.com/title/tt0040897/
356,Walter Huston,1883-04-05,Toronto,Canada,Best Supporting Actor,21st Academy Awards,The Treasure of the Sierra Madre,1948,https://www.nndb.com/people/122/000063930,https://www.imdb.com/name/nm0404158,https://en.wikipedia.org/wiki/Walter_Huston,nm0404158,tt0040897,https://www.imdb.com/title/tt0040897/
357,Walter Huston,1883-04-06,Toronto,Canada,Best Supporting Actor,21st Academy Awards,The Treasure of the Sierra Madre,1948,https://www.nndb.com/people/122/000063930,https://www.imdb.com/name/nm0404158,https://en.wikipedia.org/wiki/Walter_Huston,nm0404158,tt0040897,https://www.imdb.com/title/tt0040897/
358,Walter Huston,1883-04-06,Toronto,Canada,Best Supporting Actor,21st Academy Awards,The Treasure of the Sierra Madre,1948,https://www.nndb.com/people/122/000063930,https://www.imdb.com/name/nm0404158,https://en.wikipedia.org/wiki/Walter_Huston,nm0404158,tt0040897,https://www.imdb.com/title/tt0040897/
359,Walter Huston,1883-04-06,Toronto,Canada,Best Supporting Actor,21st Academy Awards,The Treasure of the Sierra Madre,1948,https://www.nndb.com/people/122/000063930,https://www.imdb.com/name/nm0404158,https://en.wikipedia.org/wiki/Walter_Huston,nm0404158,tt0040897,https://www.imdb.com/title/tt0040897/
360,Walter Huston,1884-04-06,Toronto,Canada,Best Supporting Actor,21st Academy Awards,The Treasure of the Sierra Madre,1948,https://www.nndb.com/people/122/000063930,https://www.imdb.com/name/nm0404158,https://en.wikipedia.org/wiki/Walter_Huston,nm0404158,tt0040897,https://www.imdb.com/title/tt0040897/
361,Walter Huston,1884-04-06,Toronto,Canada,Best Supporting Actor,21st Academy Awards,The Treasure of the Sierra Madre,1948,https://www.nndb.com/people/122/000063930,https://www.imdb.com/name/nm0404158,https://en.wikipedia.org/wiki/Walter_Huston,nm0404158,tt0040897,https://www.imdb.com/title/tt0040897/
362,Walter Huston,1884-04-06,Toronto,Canada,Best Supporting Actor,21st Academy Awards,The Treasure of the Sierra Madre,1948,https://www.nndb.com/people/122/000063930,https://www.imdb.com/name/nm0404158,https://en.wikipedia.org/wiki/Walter_Huston,nm0404158,tt0040897,https://www.imdb.com/title/tt0040897/
363,Daniel Day-Lewis,1957-04-29,London,United Kingdom,Best Actor,85th Academy Awards,Lincoln,2013,https://www.nndb.com/people/788/000022722,https://www.imdb.com/name/nm0000358,https://en.wikipedia.org/wiki/Daniel_Day-Lewis,nm0000358,tt0443272,https://www.imdb.com/title/tt0443272/
364,Vivien Leigh,1913-11-05,Darjeeling,India,Best Actress,12th Academy Awards,Gone with the Wind,1939,https://www.nndb.com/people/470/000022404,https://www.imdb.com/name/nm0000046,https://en.wikipedia.org/wiki/Vivien_Leigh,nm0000046,tt0031381,https://www.imdb.com/title/tt0031381/
365,Elizabeth Taylor,1932-02-27,Hampstead Garden Suburb,United Kingdom,Best Actress,33rd Academy Awards,Butterfield 8,1960,https://www.nndb.com/people/624/000023555,https://www.imdb.com/name/nm0000072,https://en.wikipedia.org/wiki/Elizabeth_Taylor,nm0000072,tt0053622,https://www.imdb.com/title/tt0053622/
366,Brad Pitt,1963-12-18,Shawnee,United States of America,Best Supporting Actor,92nd Academy Awards,Once Upon a Time in Hollywood,2020,https://www.nndb.com/people/688/000025613,https://www.imdb.com/name/nm0000093,https://en.wikipedia.org/wiki/Brad_Pitt,nm0000093,tt7131622,https://www.imdb.com/title/tt7131622/
367,Pedro Almodóvar,1951-09-25,Calzada de Calatrava,Spain,"Best Writing, Original Screenplay",75th Academy Awards,Talk to Her,2002,https://www.nndb.com/people/145/000025070,https://www.imdb.com/name/nm0000264,https://en.wikipedia.org/wiki/Pedro_Almod%C3%B3var,nm0000264,tt0287467,https://www.imdb.com/title/tt0287467/
368,Pedro Almodóvar,1951-09-25,Calzada de Calatrava,Spain,"Best Writing, Original Screenplay",75th Academy Awards,Talk to Her,2002,https://www.nndb.com/people/145/000025070,https://www.imdb.com/name/nm0000264,https://en.wikipedia.org/wiki/Pedro_Almod%C3%B3var,nm0000264,tt0287467,https://www.imdb.com/title/tt0287467/
369,Pedro Almodóvar,1949-09-25,Calzada de Calatrava,Spain,"Best Writing, Original Screenplay",75th Academy Awards,Talk to Her,2002,https://www.nndb.com/people/145/000025070,https://www.imdb.com/name/nm0000264,https://en.wikipedia.org/wiki/Pedro_Almod%C3%B3var,nm0000264,tt0287467,https://www.imdb.com/title/tt0287467/
370,Pedro Almodóvar,1949-09-25,Calzada de Calatrava,Spain,"Best Writing, Original Screenplay",75th Academy Awards,Talk to Her,2002,https://www.nndb.com/people/145/000025070,https://www.imdb.com/name/nm0000264,https://en.wikipedia.org/wiki/Pedro_Almod%C3%B3var,nm0000264,tt0287467,https://www.imdb.com/title/tt0287467/
371,David Lean,1908-03-25,Croydon,United Kingdom,Best Director,30th Academy Awards,The Bridge on the River Kwai,1957,https://www.nndb.com/people/462/000032366,https://www.imdb.com/name/nm0000180,https://en.wikipedia.org/wiki/David_Lean,nm0000180,tt0050212,https://www.imdb.com/title/tt0050212/
372,David Lean,1908-03-25,Croydon,United Kingdom,Best Director,30th Academy Awards,The Bridge on the River Kwai,1957,https://www.nndb.com/people/462/000032366,https://www.imdb.com/name/nm0000180,https://en.wikipedia.org/wiki/David_Lean,nm0000180,tt0050212,https://www.imdb.com/title/tt0050212/
373,David Lean,1908-03-25,Croydon,United Kingdom,Best Director,30th Academy Awards,The Bridge on the River Kwai,1957,https://www.nndb.com/people/462/000032366,https://www.imdb.com/name/nm0000180,https://en.wikipedia.org/wiki/David_Lean,nm0000180,tt0050212,https://www.imdb.com/title/tt0050212/
374,Alec Guinness,1914-04-02,Marylebone,United Kingdom,Best Actor,30th Academy Awards,The Bridge on the River Kwai,1957,https://www.nndb.com/people/751/000023682,https://www.imdb.com/name/nm0000027,https://en.wikipedia.org/wiki/Alec_Guinness,nm0000027,tt0050212,https://www.imdb.com/title/tt0050212/
375,Alec Guinness,1914-04-02,Marylebone,United Kingdom,Best Actor,30th Academy Awards,The Bridge on the River Kwai,1957,https://www.nndb.com/people/751/000023682,https://www.imdb.com/name/nm0000027,https://en.wikipedia.org/wiki/Alec_Guinness,nm0000027,tt0050212,https://www.imdb.com/title/tt0050212/
376,Alec Guinness,1914-04-02,Marylebone,United Kingdom,Best Actor,30th Academy Awards,The Bridge on the River Kwai,1957,https://www.nndb.com/people/751/000023682,https://www.imdb.com/name/nm0000027,https://en.wikipedia.org/wiki/Alec_Guinness,nm0000027,tt0050212,https://www.imdb.com/title/tt0050212/
377,Carl Foreman,1914-07-23,Chicago,United States of America,"Best Writing, Adapted Screenplay",30th Academy Awards,The Bridge on the River Kwai,1957,,https://www.imdb.com/name/nm0286025,https://en.wikipedia.org/wiki/Carl_Foreman,nm0286025,tt0050212,https://www.imdb.com/title/tt0050212/
378,Carl Foreman,1914-07-23,Chicago,United States of America,"Best Writing, Adapted Screenplay",30th Academy Awards,The Bridge on the River Kwai,1957,,https://www.imdb.com/name/nm0286025,https://en.wikipedia.org/wiki/Carl_Foreman,nm0286025,tt0050212,https://www.imdb.com/title/tt0050212/
379,Carl Foreman,1914-07-23,Chicago,United States of America,"Best Writing, Adapted Screenplay",30th Academy Awards,The Bridge on the River Kwai,1957,,https://www.imdb.com/name/nm0286025,https://en.wikipedia.org/wiki/Carl_Foreman,nm0286025,tt0050212,https://www.imdb.com/title/tt0050212/
380,Hein Heckroth,1901-04-14,Gießen,Germany,"Best Art Direction, Color",21st Academy Awards,The Red Shoes,1949,,https://www.imdb.com/name/nm0373081,https://en.wikipedia.org/wiki/Hein_Heckroth,nm0373081,tt0040725,https://www.imdb.com/title/tt0040725/
381,Tommy Lee Jones,1946-09-15,San Saba,United States of America,Best Supporting Actor,66th Academy Awards,The Fugitive,1993,https://www.nndb.com/people/530/000022464,https://www.imdb.com/name/nm0000169,https://en.wikipedia.org/wiki/Tommy_Lee_Jones,nm0000169,tt0106977,https://www.imdb.com/title/tt0106977/
382,Jane Fonda,1937-12-21,New York City,United States of America,Best Actress,44th Academy Awards,Klute,1971,https://www.nndb.com/people/637/000022571,https://www.imdb.com/name/nm0000404,https://en.wikipedia.org/wiki/Jane_Fonda,nm0000404,tt0067309,https://www.imdb.com/title/tt0067309/
383,Martin Scorsese,1942-11-17,Queens,United States of America,Best Director,79th Academy Awards,The Departed,2006,https://www.nndb.com/people/678/000022612,https://www.imdb.com/name/nm0000217,https://en.wikipedia.org/wiki/Martin_Scorsese,nm0000217,tt0407887,https://www.imdb.com/title/tt0407887/
384,Martin Scorsese,1942-11-17,Queens,United States of America,Best Director,79th Academy Awards,The Departed,2006,https://www.nndb.com/people/678/000022612,https://www.imdb.com/name/nm0000217,https://en.wikipedia.org/wiki/Martin_Scorsese,nm0000217,tt0407887,https://www.imdb.com/title/tt0407887/
385,Thelma Schoonmaker,1940-01-03,Algeria,Algeria,Best Film Editing,79th Academy Awards,The Departed,2006,,https://www.imdb.com/name/nm0774817,https://en.wikipedia.org/wiki/Thelma_Schoonmaker,nm0774817,tt0407887,https://www.imdb.com/title/tt0407887/
386,Thelma Schoonmaker,1940-01-03,Algeria,Algeria,Best Film Editing,79th Academy Awards,The Departed,2006,,https://www.imdb.com/name/nm0774817,https://en.wikipedia.org/wiki/Thelma_Schoonmaker,nm0774817,tt0407887,https://www.imdb.com/title/tt0407887/
387,Jodie Foster,1962-11-19,Los Angeles,United States of America,Best Actress,61st Academy Awards,The Accused,1988,https://www.nndb.com/people/756/000023687,https://www.imdb.com/name/nm0000149,https://en.wikipedia.org/wiki/Jodie_Foster,nm0000149,tt0094608,https://www.imdb.com/title/tt0094608/
388,Sally Field,1946-11-06,Pasadena,United States of America,Best Actress,52nd Academy Awards,Norma Rae,1979,https://www.nndb.com/people/897/000022831,https://www.imdb.com/name/nm0000398,https://en.wikipedia.org/wiki/Sally_Field,nm0000398,tt0079638,https://www.imdb.com/title/tt0079638/
389,Reese Witherspoon,1976-03-22,Baton Rouge,United States of America,Best Actress,78th Academy Awards,Walk the Line,2005,https://www.nndb.com/people/813/000022747,https://www.imdb.com/name/nm0000702,https://en.wikipedia.org/wiki/Reese_Witherspoon,nm0000702,tt0358273,https://www.imdb.com/title/tt0358273/
390,Marisa Tomei,1964-12-04,Brooklyn,United States of America,Best Supporting Actress,65th Academy Awards,My Cousin Vinny,1992,https://www.nndb.com/people/985/000025910,https://www.imdb.com/name/nm0000673,https://en.wikipedia.org/wiki/Marisa_Tomei,nm0000673,tt0104952,https://www.imdb.com/title/tt0104952/
391,John Gielgud,1904-04-14,South Kensington,United Kingdom,Best Supporting Actor,54th Academy Awards,Arthur,1981,https://www.nndb.com/people/589/000033490,https://www.imdb.com/name/nm0000024,https://en.wikipedia.org/wiki/John_Gielgud,nm0000024,tt0082031,https://www.imdb.com/title/tt0082031/
392,Paul Francis Webster,1907-12-20,New York City,United States of America,Best Original Song,38th Academy Awards,The Shadow of Your Smile,1966,https://www.nndb.com/people/544/000205926,https://www.imdb.com/name/nm0916990,https://en.wikipedia.org/wiki/Paul_Francis_Webster,nm0916990,tt3481722,https://www.imdb.com/title/tt3481722/
393,Paul Francis Webster,1907-12-20,New York City,United States of America,Best Original Song,38th Academy Awards,The Shadow of Your Smile,1966,https://www.nndb.com/people/544/000205926,https://www.imdb.com/name/nm0916990,https://en.wikipedia.org/wiki/Paul_Francis_Webster,nm0916990,tt3481722,https://www.imdb.com/title/tt3481722/
394,Johnny Mandel,1925-11-23,New York City,United States of America,Best Original Song,38th Academy Awards,The Shadow of Your Smile,1966,,https://www.imdb.com/name/nm0006184,https://en.wikipedia.org/wiki/Johnny_Mandel,nm0006184,tt3481722,https://www.imdb.com/title/tt3481722/
395,Johnny Mandel,1925-11-23,New York City,United States of America,Best Original Song,38th Academy Awards,The Shadow of Your Smile,1966,,https://www.imdb.com/name/nm0006184,https://en.wikipedia.org/wiki/Johnny_Mandel,nm0006184,tt3481722,https://www.imdb.com/title/tt3481722/
396,Olivia Colman,1974-01-30,Norwich,United Kingdom,Best Actress,91st Academy Awards,The Favourite,2019,https://www.nndb.com/people/884/000353822,https://www.imdb.com/name/nm1469236,https://en.wikipedia.org/wiki/Olivia_Colman,nm1469236,tt5083738,https://www.imdb.com/title/tt5083738/
397,Katharine Hepburn,1907-05-12,Hartford,United States of America,Best Actress,54th Academy Awards,On Golden Pond,1981,https://www.nndb.com/people/775/000023706,https://www.imdb.com/name/nm0000031,https://en.wikipedia.org/wiki/Katharine_Hepburn,nm0000031,tt0082846,https://www.imdb.com/title/tt0082846/
398,Francis Ford Coppola,1939-04-07,Detroit,United States of America,"Best Writing, Original Screenplay",43rd Academy Awards,Patton,1970,https://www.nndb.com/people/866/000022800,https://www.imdb.com/name/nm0000338,https://en.wikipedia.org/wiki/Francis_Ford_Coppola,nm0000338,tt0066206,https://www.imdb.com/title/tt0066206/
399,Mark Rylance,1960-01-18,Ashford,United Kingdom,Best Supporting Actor,88th Academy Awards,Bridge of Spies,2015,,https://www.imdb.com/name/nm0753314,https://en.wikipedia.org/wiki/Mark_Rylance,nm0753314,tt3682448,https://www.imdb.com/title/tt3682448/
400,Guillermo del Toro,1964-10-09,Guadalajara,Mexico,Best Director,90th Academy Awards,The Shape of Water,2018,https://www.nndb.com/people/569/000044437,https://www.imdb.com/name/nm0868219,https://en.wikipedia.org/wiki/Guillermo_del_Toro,nm0868219,tt5580390,https://www.imdb.com/title/tt5580390/
401,Tatum O'Neal,1963-11-05,Los Angeles,United States of America,Best Supporting Actress,46th Academy Awards,Paper Moon,1973,https://www.nndb.com/people/104/000024032,https://www.imdb.com/name/nm0001575,https://en.wikipedia.org/wiki/Tatum_O%27Neal,nm0001575,tt0070510,https://www.imdb.com/title/tt0070510/
402,Tatum O'Neal,1963-11-05,Los Angeles,United States of America,Best Supporting Actress,46th Academy Awards,Paper Moon,1973,https://www.nndb.com/people/104/000024032,https://www.imdb.com/name/nm0001575,https://en.wikipedia.org/wiki/Tatum_O%27Neal,nm0001575,tt0070510,https://www.imdb.com/title/tt0070510/
403,Tatum O'Neal,1963-02-05,Los Angeles,United States of America,Best Supporting Actress,46th Academy Awards,Paper Moon,1973,https://www.nndb.com/people/104/000024032,https://www.imdb.com/name/nm0001575,https://en.wikipedia.org/wiki/Tatum_O%27Neal,nm0001575,tt0070510,https://www.imdb.com/title/tt0070510/
404,Tatum O'Neal,1963-02-05,Los Angeles,United States of America,Best Supporting Actress,46th Academy Awards,Paper Moon,1973,https://www.nndb.com/people/104/000024032,https://www.imdb.com/name/nm0001575,https://en.wikipedia.org/wiki/Tatum_O%27Neal,nm0001575,tt0070510,https://www.imdb.com/title/tt0070510/
405,Teresa Wright,1918-10-27,Harlem,United States of America,Best Supporting Actress,15th Academy Awards,Mrs. Miniver,1943,https://www.nndb.com/people/580/000045445,https://www.imdb.com/name/nm0942863,https://en.wikipedia.org/wiki/Teresa_Wright,nm0942863,tt0035093,https://www.imdb.com/title/tt0035093/
406,Emil Jannings,1884-07-23,Rorschach,Switzerland,Best Actor,1st Academy Awards,The Last Command,1929,https://www.nndb.com/people/738/000063549,https://www.imdb.com/name/nm0417837,https://en.wikipedia.org/wiki/Emil_Jannings,nm0417837,tt0019071,https://www.imdb.com/title/tt0019071/
407,Tom Hanks,1956-07-09,Concord,United States of America,Best Actor,66th Academy Awards,Philadelphia,1994,https://www.nndb.com/people/687/000022621,https://www.imdb.com/name/nm0000158,https://en.wikipedia.org/wiki/Tom_Hanks,nm0000158,tt0107818,https://www.imdb.com/title/tt0107818/
408,Gary Cooper,1901-05-07,Helena,United States of America,Best Actor,14th Academy Awards,Sergeant York,1941,https://www.nndb.com/people/740/000031647,https://www.imdb.com/name/nm0000011,https://en.wikipedia.org/wiki/Gary_Cooper,nm0000011,tt0034167,https://www.imdb.com/title/tt0034167/
409,Ben Hecht,1894-02-28,New York City,United States of America,Best Story,1st Academy Awards,Underworld,1929,https://www.nndb.com/people/179/000107855,https://www.imdb.com/name/nm0372942,https://en.wikipedia.org/wiki/Ben_Hecht,nm0372942,tt0018526,https://www.imdb.com/title/tt0018526/
410,Ben Hecht,1894-02-28,New York City,United States of America,Best Story,1st Academy Awards,Underworld,1929,https://www.nndb.com/people/179/000107855,https://www.imdb.com/name/nm0372942,https://en.wikipedia.org/wiki/Ben_Hecht,nm0372942,tt0018526,https://www.imdb.com/title/tt0018526/
411,Ben Hecht,1893-02-28,New York City,United States of America,Best Story,1st Academy Awards,Underworld,1929,https://www.nndb.com/people/179/000107855,https://www.imdb.com/name/nm0372942,https://en.wikipedia.org/wiki/Ben_Hecht,nm0372942,tt0018526,https://www.imdb.com/title/tt0018526/
412,Ben Hecht,1893-02-28,New York City,United States of America,Best Story,1st Academy Awards,Underworld,1929,https://www.nndb.com/people/179/000107855,https://www.imdb.com/name/nm0372942,https://en.wikipedia.org/wiki/Ben_Hecht,nm0372942,tt0018526,https://www.imdb.com/title/tt0018526/
413,Timothy Hutton,1960-08-16,Malibu,United States of America,Best Supporting Actor,53rd Academy Awards,Ordinary People,1980,https://www.nndb.com/people/378/000024306,https://www.imdb.com/name/nm0000459,https://en.wikipedia.org/wiki/Timothy_Hutton,nm0000459,tt0081283,https://www.imdb.com/title/tt0081283/
414,Joel Grey,1932-04-11,Cleveland,United States of America,Best Supporting Actor,45th Academy Awards,Cabaret,1972,https://www.nndb.com/people/853/000048709,https://www.imdb.com/name/nm0001297,https://en.wikipedia.org/wiki/Joel_Grey,nm0001297,tt0068327,https://www.imdb.com/title/tt0068327/
415,Joel Grey,1932-04-11,Cleveland,United States of America,Best Supporting Actor,45th Academy Awards,Cabaret,1972,https://www.nndb.com/people/853/000048709,https://www.imdb.com/name/nm0001297,https://en.wikipedia.org/wiki/Joel_Grey,nm0001297,tt0068327,https://www.imdb.com/title/tt0068327/
416,Rolf Zehetbauer,1929-02-13,Munich,Germany,Best Production Design,45th Academy Awards,Cabaret,1972,,https://www.imdb.com/name/nm0954250,https://en.wikipedia.org/wiki/Rolf_Zehetbauer,nm0954250,tt0068327,https://www.imdb.com/title/tt0068327/
417,Rolf Zehetbauer,1929-02-13,Munich,Germany,Best Production Design,45th Academy Awards,Cabaret,1972,,https://www.imdb.com/name/nm0954250,https://en.wikipedia.org/wiki/Rolf_Zehetbauer,nm0954250,tt0068327,https://www.imdb.com/title/tt0068327/
418,Thomas Mitchell,1892-07-11,Elizabeth,United States of America,Best Supporting Actor,12th Academy Awards,Stagecoach,1940,https://www.nndb.com/people/116/000063924,https://www.imdb.com/name/nm0593775,https://en.wikipedia.org/wiki/Thomas_Mitchell_(actor),nm0593775,tt0031971,https://www.imdb.com/title/tt0031971/
419,Ed Begley,1901-03-25,Hartford,United States of America,Best Supporting Actor,35th Academy Awards,Sweet Bird of Youth,1962,https://www.nndb.com/people/915/000043786,https://www.imdb.com/name/nm0003225,https://en.wikipedia.org/wiki/Ed_Begley,nm0003225,tt0056541,https://www.imdb.com/title/tt0056541/
420,Vilmos Zsigmond,1930-06-16,Szeged,Hungary,Best Cinematography,50th Academy Awards,Close Encounters of the Third Kind,1978,,https://www.imdb.com/name/nm0005936,https://en.wikipedia.org/wiki/Vilmos_Zsigmond,nm0005936,tt0075860,https://www.imdb.com/title/tt0075860/
421,Emmanuel Lubezki,1964-11-30,Mexico City,Mexico,Best Cinematography,88th Academy Awards,The Revenant,2015,,https://www.imdb.com/name/nm0523881,https://en.wikipedia.org/wiki/Emmanuel_Lubezki,nm0523881,tt1663202,https://www.imdb.com/title/tt1663202/
422,Elmer Bernstein,1922-04-04,New York City,United States of America,Best Original Score,40th Academy Awards,Thoroughly Modern Millie,1967,https://www.nndb.com/people/893/000022827,https://www.imdb.com/name/nm0000930,https://en.wikipedia.org/wiki/Elmer_Bernstein,nm0000930,tt0062362,https://www.imdb.com/title/tt0062362/
423,Tony Bill,1940-08-23,San Diego,United States of America,Best Picture,46th Academy Awards,The Sting,1974,https://www.nndb.com/people/222/000024150,https://www.imdb.com/name/nm0082300,https://en.wikipedia.org/wiki/Tony_Bill,nm0082300,tt0070735,https://www.imdb.com/title/tt0070735/
424,John Ford,1894-02-01,Cape Elizabeth,United States of America,Best Director,25th Academy Awards,The Quiet Man,1952,https://www.nndb.com/people/458/000032362,https://www.imdb.com/name/nm0000406,https://en.wikipedia.org/wiki/John_Ford,nm0000406,tt0045061,https://www.imdb.com/title/tt0045061/
425,Michael Curtiz,1886-12-24,Budapest,Hungary,Best Director,16th Academy Awards,Casablanca,1943,https://www.nndb.com/people/676/000032580,https://www.imdb.com/name/nm0002031,https://en.wikipedia.org/wiki/Michael_Curtiz,nm0002031,tt0034583,https://www.imdb.com/title/tt0034583/
426,Sydney Pollack,1934-07-01,New York City,United States of America,Best Director,58th Academy Awards,Out of Africa,1986,https://www.nndb.com/people/772/000023703,https://www.imdb.com/name/nm0001628,https://en.wikipedia.org/wiki/Sydney_Pollack,nm0001628,tt0089755,https://www.imdb.com/title/tt0089755/
427,Sydney Pollack,1934-07-01,New York City,United States of America,Best Director,58th Academy Awards,Out of Africa,1986,https://www.nndb.com/people/772/000023703,https://www.imdb.com/name/nm0001628,https://en.wikipedia.org/wiki/Sydney_Pollack,nm0001628,tt0089755,https://www.imdb.com/title/tt0089755/
428,Sydney Pollack,1934-07-01,New York City,United States of America,Best Picture,58th Academy Awards,Out of Africa,1986,https://www.nndb.com/people/772/000023703,https://www.imdb.com/name/nm0001628,https://en.wikipedia.org/wiki/Sydney_Pollack,nm0001628,tt0089755,https://www.imdb.com/title/tt0089755/
429,Sydney Pollack,1934-07-01,New York City,United States of America,Best Picture,58th Academy Awards,Out of Africa,1986,https://www.nndb.com/people/772/000023703,https://www.imdb.com/name/nm0001628,https://en.wikipedia.org/wiki/Sydney_Pollack,nm0001628,tt0089755,https://www.imdb.com/title/tt0089755/
430,Bernardo Bertolucci,1941-03-16,Parma,Italy,"Best Writing, Adapted Screenplay",60th Academy Awards,The Last Emperor,1987,https://www.nndb.com/people/268/000024196,https://www.imdb.com/name/nm0000934,https://en.wikipedia.org/wiki/Bernardo_Bertolucci,nm0000934,tt0091235,https://www.imdb.com/title/tt0091235/
431,Bernardo Bertolucci,1941-03-16,Parma,Italy,"Best Writing, Adapted Screenplay",60th Academy Awards,The Last Emperor,1987,https://www.nndb.com/people/268/000024196,https://www.imdb.com/name/nm0000934,https://en.wikipedia.org/wiki/Bernardo_Bertolucci,nm0000934,tt0091235,https://www.imdb.com/title/tt0091235/
432,Bernardo Bertolucci,1941-03-16,Parma,Italy,Best Director,60th Academy Awards,The Last Emperor,1987,https://www.nndb.com/people/268/000024196,https://www.imdb.com/name/nm0000934,https://en.wikipedia.org/wiki/Bernardo_Bertolucci,nm0000934,tt0091235,https://www.imdb.com/title/tt0091235/
433,Bernardo Bertolucci,1941-03-16,Parma,Italy,Best Director,60th Academy Awards,The Last Emperor,1987,https://www.nndb.com/people/268/000024196,https://www.imdb.com/name/nm0000934,https://en.wikipedia.org/wiki/Bernardo_Bertolucci,nm0000934,tt0091235,https://www.imdb.com/title/tt0091235/
434,Charles Guggenheim,1924-03-31,Cincinnati,United States of America,Best Documentary (Short Subject),62nd Academy Awards,The Johnstown Flood,1989,,https://www.imdb.com/name/nm0346549,https://en.wikipedia.org/wiki/Charles_Guggenheim,nm0346549,tt0097628,https://www.imdb.com/title/tt0097628/
435,Robert Duvall,1931-01-05,San Diego,United States of America,Best Actor,56th Academy Awards,Tender Mercies,1984,https://www.nndb.com/people/008/000022939,https://www.imdb.com/name/nm0000380,https://en.wikipedia.org/wiki/Robert_Duvall,nm0000380,tt0086423,https://www.imdb.com/title/tt0086423/
436,Maggie Smith,1934-12-28,Ilford,United Kingdom,Best Actress,42nd Academy Awards,The Prime of Miss Jean Brodie,1970,https://www.nndb.com/people/260/000030170,https://www.imdb.com/name/nm0001749,https://en.wikipedia.org/wiki/Maggie_Smith,nm0001749,tt0064840,https://www.imdb.com/title/tt0064840/
437,Glenda Jackson,1936-05-09,Birkenhead,United Kingdom,Best Actress,43rd Academy Awards,Women in Love,1970,https://www.nndb.com/people/799/000063610,https://www.imdb.com/name/nm0413559,https://en.wikipedia.org/wiki/Glenda_Jackson,nm0413559,tt0066579,https://www.imdb.com/title/tt0066579/
438,Al Pacino,1940-04-25,Manhattan,United States of America,Best Actor,65th Academy Awards,Scent of a Woman,1993,https://www.nndb.com/people/880/000022814,https://www.imdb.com/name/nm0000199,https://en.wikipedia.org/wiki/Al_Pacino,nm0000199,tt0105323,https://www.imdb.com/title/tt0105323/
439,Jack Nicholson,1937-04-22,Neptune City,United States of America,Best Actor,48th Academy Awards,One Flew Over the Cuckoo's Nest,1976,https://www.nndb.com/people/722/000022656,https://www.imdb.com/name/nm0000197,https://en.wikipedia.org/wiki/Jack_Nicholson,nm0000197,tt0073486,https://www.imdb.com/title/tt0073486/
440,Audrey Hepburn,1929-05-04,Ixelles,Belgium,Best Actress,26th Academy Awards,Roman Holiday,1953,https://www.nndb.com/people/933/000026855,https://www.imdb.com/name/nm0000030,https://en.wikipedia.org/wiki/Audrey_Hepburn,nm0000030,tt0046250,https://www.imdb.com/title/tt0046250/
