,Name,Movie,Edition,Year of award,Award,Win?,bioID,movieID,movieLink,bioLink,tconst,averageRating,numVotes
1157,Robert Surtees,"Same Time, Next Year",51,1979,Cinematography,False,nm0005892,tt0078199,https://www.imdb.com/title/tt0078199/,https://www.imdb.com/name/nm0005892/,tt0078199,7.2,5402
1158,Jill Clayburgh,An Unmarried Woman,51,1979,LeadingActress,False,nm0001049,tt0078444,https://www.imdb.com/title/tt0078444/,https://www.imdb.com/name/nm0001049/,tt0078444,7.1,4252
1159,Geraldine Page,Interiors,51,1979,LeadingActress,False,nm0656183,tt0077742,https://www.imdb.com/title/tt0077742/,https://www.imdb.com/name/nm0656183/,tt0077742,7.4,17257
1160,Woody Allen,Interiors,51,1979,Director,False,nm0000095,tt0077742,https://www.imdb.com/title/tt0077742/,https://www.imdb.com/name/nm0000095/,tt0077742,7.4,17257
1161,Nestor Almendros,Days of Heaven,51,1979,Cinematography,True,nm0000743,tt0077405,https://www.imdb.com/title/tt0077405/,https://www.imdb.com/name/nm0000743/,tt0077405,7.9,48254
1162,Oswald Morris,The Wiz,51,1979,Cinematography,False,nm0005807,tt0078504,https://www.imdb.com/title/tt0078504/,https://www.imdb.com/name/nm0005807/,tt0078504,5.4,13097
1163,Alan Parker,Midnight Express,51,1979,Director,False,nm0000570,tt0077928,https://www.imdb.com/title/tt0077928/,https://www.imdb.com/name/nm0000570/,tt0077928,7.6,68662
1164,Dustin Hoffman,Kramer vs. Kramer,52,1980,LeadingActor,True,nm0000163,tt0079417,https://www.imdb.com/title/tt0079417/,https://www.imdb.com/name/nm0000163/,tt0079417,7.8,124088
1165,Nestor Almendros,Kramer vs. Kramer,52,1980,Cinematography,False,nm0000743,tt0079417,https://www.imdb.com/title/tt0079417/,https://www.imdb.com/name/nm0000743/,tt0079417,7.8,124088
1166,Robert Benton,Kramer vs. Kramer,52,1980,Director,True,nm0000914,tt0079417,https://www.imdb.com/title/tt0079417/,https://www.imdb.com/name/nm0000914/,tt0079417,7.8,124088
1167,Jack Lemmon,The China Syndrome,52,1980,LeadingActor,False,nm0000493,tt0078966,https://www.imdb.com/title/tt0078966/,https://www.imdb.com/name/nm0000493/,tt0078966,7.4,25413
1168,Jane Fonda,The China Syndrome,52,1980,LeadingActress,False,nm0000404,tt0078966,https://www.imdb.com/title/tt0078966/,https://www.imdb.com/name/nm0000404/,tt0078966,7.4,25413
1169,Al Pacino,...And Justice for All,52,1980,LeadingActor,False,nm0000199,tt0078718,https://www.imdb.com/title/tt0078718/,https://www.imdb.com/name/nm0000199/,tt0078718,7.4,28756
1170,Roy Scheider,All That Jazz,52,1980,LeadingActor,False,nm0001702,tt0078754,https://www.imdb.com/title/tt0078754/,https://www.imdb.com/name/nm0001702/,tt0078754,7.9,25676
1171,Giuseppe Rotunno,All That Jazz,52,1980,Cinematography,False,nm0005850,tt0078754,https://www.imdb.com/title/tt0078754/,https://www.imdb.com/name/nm0005850/,tt0078754,7.9,25676
1172,Bob Fosse,All That Jazz,52,1980,Director,False,nm0002080,tt0078754,https://www.imdb.com/title/tt0078754/,https://www.imdb.com/name/nm0002080/,tt0078754,7.9,25676
1173,Peter Sellers,Being There,52,1980,LeadingActor,False,nm0000634,tt0078841,https://www.imdb.com/title/tt0078841/,https://www.imdb.com/name/nm0000634/,tt0078841,8.0,62299
1174,Jill Clayburgh,Starting Over,52,1980,LeadingActress,False,nm0001049,tt0079948,https://www.imdb.com/title/tt0079948/,https://www.imdb.com/name/nm0001049/,tt0079948,6.5,2194
1175,Sally Field,Norma Rae,52,1980,LeadingActress,True,nm0000398,tt0079638,https://www.imdb.com/title/tt0079638/,https://www.imdb.com/name/nm0000398/,tt0079638,7.3,9769
1176,Marsha Mason,Chapter Two,52,1980,LeadingActress,False,nm0556850,tt0078952,https://www.imdb.com/title/tt0078952/,https://www.imdb.com/name/nm0556850/,tt0078952,6.0,936
1177,Bette Midler,The Rose,52,1980,LeadingActress,False,nm0000541,tt0079826,https://www.imdb.com/title/tt0079826/,https://www.imdb.com/name/nm0000541/,tt0079826,7.0,7495
1178,Vittorio Storaro,Apocalypse Now,52,1980,Cinematography,True,nm0005886,tt0078788,https://www.imdb.com/title/tt0078788/,https://www.imdb.com/name/nm0005886/,tt0078788,8.4,571455
1179,Francis Coppola,Apocalypse Now,52,1980,Director,False,nm0000338,tt0078788,https://www.imdb.com/title/tt0078788/,https://www.imdb.com/name/nm0000338/,tt0078788,8.4,571455
1180,Frank Phillips,The Black Hole,52,1980,Cinematography,False,nm0680402,tt0078869,https://www.imdb.com/title/tt0078869/,https://www.imdb.com/name/nm0680402/,tt0078869,6.0,21968
1181,William A. Fraker,1941,52,1980,Cinematography,False,nm0005710,tt0078723,https://www.imdb.com/title/tt0078723/,https://www.imdb.com/name/nm0005710/,tt0078723,5.8,30025
1182,Peter Yates,Breaking Away,52,1980,Director,False,nm0946811,tt0078902,https://www.imdb.com/title/tt0078902/,https://www.imdb.com/name/nm0946811/,tt0078902,7.7,20648
1183,Edouard Molinaro,La Cage aux Folles,52,1980,Director,False,nm0596850,tt0077288,https://www.imdb.com/title/tt0077288/,https://www.imdb.com/name/nm0596850/,tt0077288,7.3,9230
1184,Robert De Niro,Raging Bull,53,1981,LeadingActor,True,nm0000134,tt0081398,https://www.imdb.com/title/tt0081398/,https://www.imdb.com/name/nm0000134/,tt0081398,8.2,302345
1185,Michael Chapman,Raging Bull,53,1981,Cinematography,False,nm0152469,tt0081398,https://www.imdb.com/title/tt0081398/,https://www.imdb.com/name/nm0152469/,tt0081398,8.2,302345
1186,Martin Scorsese,Raging Bull,53,1981,Director,False,nm0000217,tt0081398,https://www.imdb.com/title/tt0081398/,https://www.imdb.com/name/nm0000217/,tt0081398,8.2,302345
1187,Robert Duvall,The Great Santini,53,1981,LeadingActor,False,nm0000380,tt0079239,https://www.imdb.com/title/tt0079239/,https://www.imdb.com/name/nm0000380/,tt0079239,7.2,5433
1188,John Hurt,The Elephant Man,53,1981,LeadingActor,False,nm0000457,tt0080678,https://www.imdb.com/title/tt0080678/,https://www.imdb.com/name/nm0000457/,tt0080678,8.1,207171
1189,David Lynch,The Elephant Man,53,1981,Director,False,nm0000186,tt0080678,https://www.imdb.com/title/tt0080678/,https://www.imdb.com/name/nm0000186/,tt0080678,8.1,207171
1190,Jack Lemmon,Tribute,53,1981,LeadingActor,False,nm0000493,tt0081656,https://www.imdb.com/title/tt0081656/,https://www.imdb.com/name/nm0000493/,tt0081656,6.3,592
1191,Peter O'Toole,The Stunt Man,53,1981,LeadingActor,False,nm0000564,tt0081568,https://www.imdb.com/title/tt0081568/,https://www.imdb.com/name/nm0000564/,tt0081568,7.1,8252
1192,Richard Rush,The Stunt Man,53,1981,Director,False,nm0750701,tt0081568,https://www.imdb.com/title/tt0081568/,https://www.imdb.com/name/nm0750701/,tt0081568,7.1,8252
1193,Ellen Burstyn,Resurrection,53,1981,LeadingActress,False,nm0000995,tt0081414,https://www.imdb.com/title/tt0081414/,https://www.imdb.com/name/nm0000995/,tt0081414,7.3,2570
1194,Goldie Hawn,Private Benjamin,53,1981,LeadingActress,False,nm0000443,tt0081375,https://www.imdb.com/title/tt0081375/,https://www.imdb.com/name/nm0000443/,tt0081375,6.2,22383
1195,Mary Tyler Moore,Ordinary People,53,1981,LeadingActress,False,nm0001546,tt0081283,https://www.imdb.com/title/tt0081283/,https://www.imdb.com/name/nm0001546/,tt0081283,7.7,43953
1196,Robert Redford,Ordinary People,53,1981,Director,True,nm0000602,tt0081283,https://www.imdb.com/title/tt0081283/,https://www.imdb.com/name/nm0000602/,tt0081283,7.7,43953
1197,Gena Rowlands,Gloria,53,1981,LeadingActress,False,nm0001687,tt0080798,https://www.imdb.com/title/tt0080798/,https://www.imdb.com/name/nm0001687/,tt0080798,7.1,7747
1198,Sissy Spacek,Coal Miner's Daughter,53,1981,LeadingActress,True,nm0000651,tt0080549,https://www.imdb.com/title/tt0080549/,https://www.imdb.com/name/nm0000651/,tt0080549,7.5,15779
1199,Ralf D. Bode,Coal Miner's Daughter,53,1981,Cinematography,False,nm0005659,tt0080549,https://www.imdb.com/title/tt0080549/,https://www.imdb.com/name/nm0005659/,tt0080549,7.5,15779
1200,Nestor Almendros,The Blue Lagoon,53,1981,Cinematography,False,nm0000743,tt0080453,https://www.imdb.com/title/tt0080453/,https://www.imdb.com/name/nm0000743/,tt0080453,5.8,59768
1201,James Crabe,The Formula,53,1981,Cinematography,False,nm0185583,tt0080754,https://www.imdb.com/title/tt0080754/,https://www.imdb.com/name/nm0185583/,tt0080754,5.6,2276
1202,"Geoffrey Unsworth, Ghislain Cloquet",Tess,53,1981,Cinematography,True,nm0005910,tt0080009,https://www.imdb.com/title/tt0080009/,https://www.imdb.com/name/nm0005910/awards,tt0080009,7.3,14171
1203,Roman Polanski,Tess,53,1981,Director,False,nm0000591,tt0080009,https://www.imdb.com/title/tt0080009/,https://www.imdb.com/name/nm0000591/,tt0080009,7.3,14171
1204,Warren Beatty,Reds,54,1982,LeadingActor,False,nm0000886,tt0082979,https://www.imdb.com/title/tt0082979/,https://www.imdb.com/name/nm0000886/,tt0082979,7.3,19644
1205,Warren Beatty,Reds,54,1982,LeadingActor,False,nm0000886,tt0082979,https://www.imdb.com/title/tt0082979/,https://www.imdb.com/name/nm0000886/,tt0082979,7.3,19644
1206,Warren Beatty,Reds,54,1982,Director,True,nm0000886,tt0082979,https://www.imdb.com/title/tt0082979/,https://www.imdb.com/name/nm0000886/,tt0082979,7.3,19644
1207,Warren Beatty,Reds,54,1982,Director,True,nm0000886,tt0082979,https://www.imdb.com/title/tt0082979/,https://www.imdb.com/name/nm0000886/,tt0082979,7.3,19644
1208,Diane Keaton,Reds,54,1982,LeadingActress,False,nm0000473,tt0082979,https://www.imdb.com/title/tt0082979/,https://www.imdb.com/name/nm0000473/,tt0082979,7.3,19644
1209,Vittorio Storaro,Reds,54,1982,Cinematography,True,nm0005886,tt0082979,https://www.imdb.com/title/tt0082979/,https://www.imdb.com/name/nm0005886/,tt0082979,7.3,19644
1210,Henry Fonda,On Golden Pond,54,1982,LeadingActor,True,nm0000020,tt0082846,https://www.imdb.com/title/tt0082846/,https://www.imdb.com/name/nm0000020/,tt0082846,7.6,26186
1211,Katharine Hepburn,On Golden Pond,54,1982,LeadingActress,True,nm0000031,tt0082846,https://www.imdb.com/title/tt0082846/,https://www.imdb.com/name/nm0000031/,tt0082846,7.6,26186
1212,Billy Williams,On Golden Pond,54,1982,Cinematography,False,nm0930119,tt0082846,https://www.imdb.com/title/tt0082846/,https://www.imdb.com/name/nm0930119/,tt0082846,7.6,26186
1213,Mark Rydell,On Golden Pond,54,1982,Director,False,nm0753073,tt0082846,https://www.imdb.com/title/tt0082846/,https://www.imdb.com/name/nm0753073/,tt0082846,7.6,26186
1214,Burt Lancaster,Atlantic City,54,1982,LeadingActor,False,nm0000044,tt0080388,https://www.imdb.com/title/tt0080388/,https://www.imdb.com/name/nm0000044/,tt0080388,7.3,13922
1215,Susan Sarandon,Atlantic City,54,1982,LeadingActress,False,nm0000215,tt0080388,https://www.imdb.com/title/tt0080388/,https://www.imdb.com/name/nm0000215/,tt0080388,7.3,13922
1216,Louis Malle,Atlantic City,54,1982,Director,False,nm0001501,tt0080388,https://www.imdb.com/title/tt0080388/,https://www.imdb.com/name/nm0001501/,tt0080388,7.3,13922
1217,Dudley Moore,Arthur,54,1982,LeadingActor,False,nm0001545,tt0082031,https://www.imdb.com/title/tt0082031/,https://www.imdb.com/name/nm0001545/,tt0082031,6.9,24617
1218,Paul Newman,Absence of Malice,54,1982,LeadingActor,False,nm0000056,tt0081974,https://www.imdb.com/title/tt0081974/,https://www.imdb.com/name/nm0000056/,tt0081974,6.9,11309
1219,Marsha Mason,Only When I Laugh,54,1982,LeadingActress,False,nm0556850,tt0082853,https://www.imdb.com/title/tt0082853/,https://www.imdb.com/name/nm0556850/,tt0082853,6.4,1137
1220,Meryl Streep,The French Lieutenant's Woman,54,1982,LeadingActress,False,nm0000658,tt0082416,https://www.imdb.com/title/tt0082416/,https://www.imdb.com/name/nm0000658/,tt0082416,7.0,11341
1221,Alex Thomson,Excalibur,54,1982,Cinematography,False,nm0004287,tt0082348,https://www.imdb.com/title/tt0082348/,https://www.imdb.com/name/nm0004287/,tt0082348,7.4,55015
1222,Miroslav Ondricek,Ragtime,54,1982,Cinematography,False,nm0005816,tt0082970,https://www.imdb.com/title/tt0082970/,https://www.imdb.com/name/nm0005816/,tt0082970,7.3,8332
1223,Douglas Slocombe,Raiders of the Lost Ark,54,1982,Cinematography,False,nm0005878,tt0082971,https://www.imdb.com/title/tt0082971/,https://www.imdb.com/name/nm0005878/,tt0082971,8.4,841046
1224,Steven Spielberg,Raiders of the Lost Ark,54,1982,Director,False,nm0000229,tt0082971,https://www.imdb.com/title/tt0082971/,https://www.imdb.com/name/nm0000229/,tt0082971,8.4,841046
1225,Hugh Hudson,Chariots of Fire,54,1982,Director,False,nm0399853,tt0082158,https://www.imdb.com/title/tt0082158/,https://www.imdb.com/name/nm0399853/,tt0082158,7.2,51270
1226,Dustin Hoffman,Tootsie,55,1983,LeadingActor,False,nm0000163,tt0084805,https://www.imdb.com/title/tt0084805/,https://www.imdb.com/name/nm0000163/,tt0084805,7.4,92196
1227,Owen Roizman,Tootsie,55,1983,Cinematography,False,nm0005845,tt0084805,https://www.imdb.com/title/tt0084805/,https://www.imdb.com/name/nm0005845/,tt0084805,7.4,92196
1228,Sydney Pollack,Tootsie,55,1983,Director,False,nm0001628,tt0084805,https://www.imdb.com/title/tt0084805/,https://www.imdb.com/name/nm0001628/,tt0084805,7.4,92196
1229,Ben Kingsley,Gandhi,55,1983,LeadingActor,True,nm0001426,tt0083987,https://www.imdb.com/title/tt0083987/,https://www.imdb.com/name/nm0001426/,tt0083987,8.0,211399
1230,"Billy Williams, Ronnie Taylor",Gandhi,55,1983,Cinematography,True,nm0930119,tt0083987,https://www.imdb.com/title/tt0083987/,https://www.imdb.com/name/nm0930119/mediaviewer/rm1443396096,tt0083987,8.0,211399
1231,Richard Attenborough,Gandhi,55,1983,Director,True,nm0000277,tt0083987,https://www.imdb.com/title/tt0083987/,https://www.imdb.com/name/nm0000277/,tt0083987,8.0,211399
1232,Jack Lemmon,Missing,55,1983,LeadingActor,False,nm0000493,tt0084335,https://www.imdb.com/title/tt0084335/,https://www.imdb.com/name/nm0000493/,tt0084335,7.7,17276
1233,Sissy Spacek,Missing,55,1983,LeadingActress,False,nm0000651,tt0084335,https://www.imdb.com/title/tt0084335/,https://www.imdb.com/name/nm0000651/,tt0084335,7.7,17276
1234,Paul Newman,The Verdict,55,1983,LeadingActor,False,nm0000056,tt0084855,https://www.imdb.com/title/tt0084855/,https://www.imdb.com/name/nm0000056/,tt0084855,7.7,33586
1235,Sidney Lumet,The Verdict,55,1983,Director,False,nm0001486,tt0084855,https://www.imdb.com/title/tt0084855/,https://www.imdb.com/name/nm0001486/,tt0084855,7.7,33586
1236,Peter O'Toole,My Favorite Year,55,1983,LeadingActor,False,nm0000564,tt0084370,https://www.imdb.com/title/tt0084370/,https://www.imdb.com/name/nm0000564/,tt0084370,7.4,8275
1237,Julie Andrews,Victor/Victoria,55,1983,LeadingActress,False,nm0000267,tt0084865,https://www.imdb.com/title/tt0084865/,https://www.imdb.com/name/nm0000267/,tt0084865,7.6,18454
1238,Jessica Lange,Frances,55,1983,LeadingActress,False,nm0001448,tt0083967,https://www.imdb.com/title/tt0083967/,https://www.imdb.com/name/nm0001448/,tt0083967,7.4,6597
1239,Meryl Streep,Sophie's Choice,55,1983,LeadingActress,True,nm0000658,tt0084707,https://www.imdb.com/title/tt0084707/,https://www.imdb.com/name/nm0000658/,tt0084707,7.6,38835
1240,Nestor Almendros,Sophie's Choice,55,1983,Cinematography,False,nm0000743,tt0084707,https://www.imdb.com/title/tt0084707/,https://www.imdb.com/name/nm0000743/,tt0084707,7.6,38835
1241,Debra Winger,An Officer and a Gentleman,55,1983,LeadingActress,False,nm0000700,tt0084434,https://www.imdb.com/title/tt0084434/,https://www.imdb.com/name/nm0000700/,tt0084434,7.0,46062
1242,Jost Vacano,Das Boot,55,1983,Cinematography,False,nm0005911,tt0082096,https://www.imdb.com/title/tt0082096/,https://www.imdb.com/name/nm0005911/,tt0082096,8.3,218990
1243,Wolfgang Petersen,Das Boot,55,1983,Director,False,nm0000583,tt0082096,https://www.imdb.com/title/tt0082096/,https://www.imdb.com/name/nm0000583/,tt0082096,8.3,218990
1244,Allen Daviau,E.T. The Extra-Terrestrial,55,1983,Cinematography,False,nm0005679,tt0083866,https://www.imdb.com/title/tt0083866/,https://www.imdb.com/name/nm0005679/,tt0083866,7.8,351086
1245,Steven Spielberg,E.T. The Extra-Terrestrial,55,1983,Director,False,nm0000229,tt0083866,https://www.imdb.com/title/tt0083866/,https://www.imdb.com/name/nm0000229/,tt0083866,7.8,351086
1246,Michael Caine,Educating Rita,56,1984,LeadingActor,False,nm0000323,tt0085478,https://www.imdb.com/title/tt0085478/,https://www.imdb.com/name/nm0000323/,tt0085478,7.2,11601
1247,Julie Walters,Educating Rita,56,1984,LeadingActress,False,nm0910278,tt0085478,https://www.imdb.com/title/tt0085478/,https://www.imdb.com/name/nm0910278/,tt0085478,7.2,11601
1248,Tom Conti,"Reuben, Reuben",56,1984,LeadingActor,False,nm0002018,tt0084591,https://www.imdb.com/title/tt0084591/,https://www.imdb.com/name/nm0002018/,tt0084591,6.7,924
1249,Tom Courtenay,The Dresser,56,1984,LeadingActor,False,nm0183822,tt0085461,https://www.imdb.com/title/tt0085461/,https://www.imdb.com/name/nm0183822/,tt0085461,7.6,4534
1250,Albert Finney,The Dresser,56,1984,LeadingActor,False,nm0001215,tt0085461,https://www.imdb.com/title/tt0085461/,https://www.imdb.com/name/nm0001215/,tt0085461,7.6,4534
1251,Peter Yates,The Dresser,56,1984,Director,False,nm0946811,tt0085461,https://www.imdb.com/title/tt0085461/,https://www.imdb.com/name/nm0946811/,tt0085461,7.6,4534
1252,Robert Duvall,Tender Mercies,56,1984,LeadingActor,True,nm0000380,tt0086423,https://www.imdb.com/title/tt0086423/,https://www.imdb.com/name/nm0000380/,tt0086423,7.4,8783
1253,Bruce Beresford,Tender Mercies,56,1984,Director,False,nm0000915,tt0086423,https://www.imdb.com/title/tt0086423/,https://www.imdb.com/name/nm0000915/,tt0086423,7.4,8783
1254,Jane Alexander,Testament,56,1984,LeadingActress,False,nm0000737,tt0086429,https://www.imdb.com/title/tt0086429/,https://www.imdb.com/name/nm0000737/,tt0086429,6.9,5471
1255,Shirley MacLaine,Terms of Endearment,56,1984,LeadingActress,True,nm0000511,tt0086425,https://www.imdb.com/title/tt0086425/,https://www.imdb.com/name/nm0000511/,tt0086425,7.4,51547
1256,Debra Winger,Terms of Endearment,56,1984,LeadingActress,False,nm0000700,tt0086425,https://www.imdb.com/title/tt0086425/,https://www.imdb.com/name/nm0000700/,tt0086425,7.4,51547
1257,James L. Brooks,Terms of Endearment,56,1984,Director,True,nm0000985,tt0086425,https://www.imdb.com/title/tt0086425/,https://www.imdb.com/name/nm0000985/,tt0086425,7.4,51547
1258,Meryl Streep,Silkwood,56,1984,LeadingActress,False,nm0000658,tt0086312,https://www.imdb.com/title/tt0086312/,https://www.imdb.com/name/nm0000658/,tt0086312,7.2,17309
1259,Mike Nichols,Silkwood,56,1984,Director,False,nm0001566,tt0086312,https://www.imdb.com/title/tt0086312/,https://www.imdb.com/name/nm0001566/,tt0086312,7.2,17309
1260,Sven Nykvist,Fanny & Alexander,56,1984,Cinematography,True,nm0005815,tt6725158,https://www.imdb.com/title/tt6725158/,https://www.imdb.com/name/nm0005815/,tt6725158,9.1,2178
1261,Ingmar Bergman,Fanny & Alexander,56,1984,Director,False,nm0000005,tt6725158,https://www.imdb.com/title/tt6725158/,https://www.imdb.com/name/nm0000005/,tt6725158,9.1,2178
1262,Don Peterman,Flashdance,56,1984,Cinematography,False,nm0676286,tt0085549,https://www.imdb.com/title/tt0085549/,https://www.imdb.com/name/nm0676286/,tt0085549,6.2,44588
1263,Caleb Deschanel,The Right Stuff,56,1984,Cinematography,False,nm0221042,tt0086197,https://www.imdb.com/title/tt0086197/,https://www.imdb.com/name/nm0221042/,tt0086197,7.8,53776
1264,William A. Fraker,WarGames,56,1984,Cinematography,False,nm0005710,tt0086567,https://www.imdb.com/title/tt0086567/,https://www.imdb.com/name/nm0005710/,tt0086567,7.1,86128
1265,Gordon Willis,Zelig,56,1984,Cinematography,False,nm0932336,tt0086637,https://www.imdb.com/title/tt0086637/,https://www.imdb.com/name/nm0932336/,tt0086637,7.7,38133
1266,F. Murray Abraham,Amadeus,57,1985,LeadingActor,True,nm0000719,tt0086879,https://www.imdb.com/title/tt0086879/,https://www.imdb.com/name/nm0000719/,tt0086879,8.3,350050
1267,Tom Hulce,Amadeus,57,1985,LeadingActor,False,nm0001371,tt0086879,https://www.imdb.com/title/tt0086879/,https://www.imdb.com/name/nm0001371/,tt0086879,8.3,350050
1268,Miroslav Ondricek,Amadeus,57,1985,Cinematography,False,nm0005816,tt0086879,https://www.imdb.com/title/tt0086879/,https://www.imdb.com/name/nm0005816/,tt0086879,8.3,350050
1269,Milos Forman,Amadeus,57,1985,Director,True,nm0001232,tt0086879,https://www.imdb.com/title/tt0086879/,https://www.imdb.com/name/nm0001232/,tt0086879,8.3,350050
1270,Jeff Bridges,Starman,57,1985,LeadingActor,False,nm0000313,tt0088172,https://www.imdb.com/title/tt0088172/,https://www.imdb.com/name/nm0000313/,tt0088172,7.0,40561
1271,Albert Finney,Under the Volcano,57,1985,LeadingActor,False,nm0001215,tt0088322,https://www.imdb.com/title/tt0088322/,https://www.imdb.com/name/nm0001215/,tt0088322,7.1,4607
1272,Sam Waterston,The Killing Fields,57,1985,LeadingActor,False,nm0001832,tt0087553,https://www.imdb.com/title/tt0087553/,https://www.imdb.com/name/nm0001832/,tt0087553,7.8,48984
1273,Chris Menges,The Killing Fields,57,1985,Cinematography,True,nm0579580,tt0087553,https://www.imdb.com/title/tt0087553/,https://www.imdb.com/name/nm0579580/,tt0087553,7.8,48984
1274,Roland Joff̩,The Killing Fields,57,1985,Director,False,nm0423646,tt0087553,https://www.imdb.com/title/tt0087553/,https://www.imdb.com/name/nm0423646/,tt0087553,7.8,48984
1275,Judy Davis,A Passage to India,57,1985,LeadingActress,False,nm0001114,tt0087892,https://www.imdb.com/title/tt0087892/,https://www.imdb.com/name/nm0001114/,tt0087892,7.3,16107
1276,Ernest Day,A Passage to India,57,1985,Cinematography,False,nm0005680,tt0087892,https://www.imdb.com/title/tt0087892/,https://www.imdb.com/name/nm0005680/,tt0087892,7.3,16107
1277,David Lean,A Passage to India,57,1985,Director,False,nm0000180,tt0087892,https://www.imdb.com/title/tt0087892/,https://www.imdb.com/name/nm0000180/,tt0087892,7.3,16107
1278,Sally Field,Places in the Heart,57,1985,LeadingActress,True,nm0000398,tt0087921,https://www.imdb.com/title/tt0087921/,https://www.imdb.com/name/nm0000398/,tt0087921,7.3,9713
1279,Robert Benton,Places in the Heart,57,1985,Director,False,nm0000914,tt0087921,https://www.imdb.com/title/tt0087921/,https://www.imdb.com/name/nm0000914/,tt0087921,7.3,9713
1280,Jessica Lange,Country,57,1985,LeadingActress,False,nm0001448,tt0087091,https://www.imdb.com/title/tt0087091/,https://www.imdb.com/name/nm0001448/,tt0087091,6.7,1693
1281,Vanessa Redgrave,The Bostonians,57,1985,LeadingActress,False,nm0000603,tt0086992,https://www.imdb.com/title/tt0086992/,https://www.imdb.com/name/nm0000603/,tt0086992,6.3,1686
1282,Sissy Spacek,The River,57,1985,LeadingActress,False,nm0000651,tt0088007,https://www.imdb.com/title/tt0088007/,https://www.imdb.com/name/nm0000651/,tt0088007,6.3,6051
1283,Vilmos Zsigmond,The River,57,1985,Cinematography,False,nm0005936,tt0088007,https://www.imdb.com/title/tt0088007/,https://www.imdb.com/name/nm0005936/,tt0088007,6.3,6051
1284,Caleb Deschanel,The Natural,57,1985,Cinematography,False,nm0221042,tt0087781,https://www.imdb.com/title/tt0087781/,https://www.imdb.com/name/nm0221042/,tt0087781,7.5,41303
1285,Woody Allen,Broadway Danny Rose,57,1985,Director,False,nm0000095,tt0087003,https://www.imdb.com/title/tt0087003/,https://www.imdb.com/name/nm0000095/,tt0087003,7.4,22648
1286,Harrison Ford,Witness,58,1986,LeadingActor,False,nm0000148,tt0090329,https://www.imdb.com/title/tt0090329/,https://www.imdb.com/name/nm0000148/,tt0090329,7.4,81220
1287,John Seale,Witness,58,1986,Cinematography,False,nm0005868,tt0090329,https://www.imdb.com/title/tt0090329/,https://www.imdb.com/name/nm0005868/,tt0090329,7.4,81220
1288,Peter Weir,Witness,58,1986,Director,False,nm0001837,tt0090329,https://www.imdb.com/title/tt0090329/,https://www.imdb.com/name/nm0001837/,tt0090329,7.4,81220
1289,James Garner,Murphy's Romance,58,1986,LeadingActor,False,nm0001258,tt0089643,https://www.imdb.com/title/tt0089643/,https://www.imdb.com/name/nm0001258/,tt0089643,7.0,5178
1290,William A. Fraker,Murphy's Romance,58,1986,Cinematography,False,nm0005710,tt0089643,https://www.imdb.com/title/tt0089643/,https://www.imdb.com/name/nm0005710/,tt0089643,7.0,5178
1291,William Hurt,Kiss of the Spider Woman,58,1986,LeadingActor,True,nm0000458,tt0089424,https://www.imdb.com/title/tt0089424/,https://www.imdb.com/name/nm0000458/,tt0089424,7.4,13429
1292,Hector Babenco,Kiss of the Spider Woman,58,1986,Director,False,nm0002199,tt0089424,https://www.imdb.com/title/tt0089424/,https://www.imdb.com/name/nm0002199/,tt0089424,7.4,13429
1293,Jack Nicholson,Prizzi's Honor,58,1986,LeadingActor,False,nm0000197,tt0089841,https://www.imdb.com/title/tt0089841/,https://www.imdb.com/name/nm0000197/,tt0089841,6.7,21711
1294,John Huston,Prizzi's Honor,58,1986,Director,False,nm0001379,tt0089841,https://www.imdb.com/title/tt0089841/,https://www.imdb.com/name/nm0001379/,tt0089841,6.7,21711
1295,Jon Voight,Runaway Train,58,1986,LeadingActor,False,nm0000685,tt0089941,https://www.imdb.com/title/tt0089941/,https://www.imdb.com/name/nm0000685/,tt0089941,7.2,25194
1296,Anne Bancroft,Agnes of God,58,1986,LeadingActress,False,nm0000843,tt0088683,https://www.imdb.com/title/tt0088683/,https://www.imdb.com/name/nm0000843/,tt0088683,6.6,6492
1297,Whoopi Goldberg,The Color Purple,58,1986,LeadingActress,False,nm0000155,tt0088939,https://www.imdb.com/title/tt0088939/,https://www.imdb.com/name/nm0000155/,tt0088939,7.8,73748
1298,Allen Daviau,The Color Purple,58,1986,Cinematography,False,nm0005679,tt0088939,https://www.imdb.com/title/tt0088939/,https://www.imdb.com/name/nm0005679/,tt0088939,7.8,73748
1299,Jessica Lange,Sweet Dreams,58,1986,LeadingActress,False,nm0001448,tt0090110,https://www.imdb.com/title/tt0090110/,https://www.imdb.com/name/nm0001448/,tt0090110,7.1,3976
1300,Geraldine Page,The Trip to Bountiful,58,1986,LeadingActress,True,nm0656183,tt0090203,https://www.imdb.com/title/tt0090203/,https://www.imdb.com/name/nm0656183/,tt0090203,7.5,3828
1301,Meryl Streep,Out of Africa,58,1986,LeadingActress,False,nm0000658,tt0089755,https://www.imdb.com/title/tt0089755/,https://www.imdb.com/name/nm0000658/,tt0089755,7.2,67578
1302,David Watkin,Out of Africa,58,1986,Cinematography,True,nm0914239,tt0089755,https://www.imdb.com/title/tt0089755/,https://www.imdb.com/name/nm0914239/,tt0089755,7.2,67578
1303,Sydney Pollack,Out of Africa,58,1986,Director,True,nm0001628,tt0089755,https://www.imdb.com/title/tt0089755/,https://www.imdb.com/name/nm0001628/,tt0089755,7.2,67578
